trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,6.0,m,033_o_m_s_a.jpg,sad,a,3,1,296.5515341,296.84874077000006,296.8664268,296.88928247,296.88978110000005,296.92694507,296.92759290000004,297.63698437000005,s,0,0.6954585000000861,695.4585000000861,296.92759290000004,297.63698437000005,297.6443227,298.94021477,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,298.94022470000004,299.24026427,299.48868330000005,299.64248057,299.6425881,299.67890807000003,299.67879400000004,300.06428167,a,1,0.3762970000000223,376.2970000000223,299.67879400000004,300.06428167,300.07471180000005,302.00727357000005,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,302.0129525,302.30720807,302.5469587,302.70915497,302.7140697,302.75486627,302.7599252,303.17744246999996,a,1,0.4071197000000666,407.1197000000666,302.7599252,303.17744246999996,303.1880909,304.50733167,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9.0,f,021_o_f_n_a.jpg,neutral,s,3,1,304.51185540000006,304.80731257,305.0232128,305.04896386999997,305.0498327,305.08511407000003,305.08475810000004,306.50370867000004,a,0,1.4024024999999938,1402.4024999999938,305.08475810000004,306.50370867000004,306.51514870000005,308.19904997000003,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,308.20299750000004,308.49900457,308.702719,308.72925247,308.7298181,308.76672056999996,308.7667116,309.33384307000006,d,1,0.5523629999999002,552.3629999999002,308.7667116,309.33384307000006,309.34027160000005,310.38238817,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,310.38860910000005,310.68233957000007,310.9019025,310.92903417,310.93318510000006,310.97417277,310.9791484,311.72275817,s,1,0.7317927000000282,731.7927000000282,310.9791484,311.72275817,311.73557359999995,312.99914457,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,313.00332359999993,313.29901556999994,313.3156835,313.33788237,313.3387083,313.37526927,313.3768431000001,313.96459207,s,0,0.5742149000000154,574.2149000000154,313.3768431000001,313.96459207,313.97049100000004,315.59082766999995,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,315.5960699,315.8908276699999,316.13170390000005,316.29029936999996,316.29512019999993,316.3365815699999,316.3416376,316.77000387,s,1,0.41742009999984475,417.42009999984475,316.3416376,316.77000387,316.7776474,318.1992008699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,318.20389090000003,318.4991994700001,318.6874170000001,318.71407597000007,318.7173808,318.75717547,318.762606,319.55668906999995,a,1,0.780635299999858,780.635299999858,318.762606,319.55668906999995,319.5679689000001,321.4825852700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,321.4858203000001,321.7826071700001,322.0241765999999,322.17369147,322.1743177999999,322.21110817,322.2115865999999,322.62242547000005,d,1,0.3954731000001175,395.4731000001175,322.2115865999999,322.62242547000005,322.6314726999999,323.76604696999993,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,323.7720783,324.06571407,324.29600460000006,324.3226897700001,324.32468459999996,324.3652137700001,324.3702423,325.0813331700001,a,1,0.7007504999999128,700.7504999999128,324.3702423,325.0813331700001,325.09108919999994,327.02445857,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,327.0301059000001,327.3244355700001,327.521489,327.6823161699999,327.68706569999995,327.72645577000003,327.7315314,328.27127096999993,a,1,0.5235637999999199,523.5637999999199,327.7315314,328.27127096999993,328.2826946,329.31608357000005,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,329.3204975000001,329.61610007000013,329.6394350999999,329.77594797000006,329.77911470000004,329.81730917000004,329.82014159999994,330.22569797000006,d,1,0.39480360000015935,394.80360000015935,329.82014159999994,330.22569797000006,330.2321552000001,331.38283436999996,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,331.3858130000001,331.68278656999996,331.8959497999999,332.06505386999993,332.06971309999994,332.11046166999995,332.11571200000003,332.5419983700001,s,1,0.4192731000000549,419.2731000000549,332.11571200000003,332.5419983700001,332.5534554999999,333.85778217000006,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,333.85760849999997,334.1579083700001,334.3430115000001,334.50610157000006,334.50986979999993,334.5500183700001,334.5551531000001,334.91172886999993,d,1,0.3479514000000563,347.9514000000563,334.5551531000001,334.91172886999993,334.9220462999999,336.7745696700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1.0,m,004_o_m_s_a.jpg,sad,a,17,1,336.7765882000001,337.0745811700001,337.0988278,337.23441636999996,337.2374769999999,337.27575466999997,337.27873150000005,337.79153967,a,1,0.49629939999999806,496.29939999999806,337.27873150000005,337.79153967,337.7998230999999,339.24970256999995,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,339.2555238,339.54969146999997,340.0326536,340.19155157,340.1962900000001,340.23612267,340.2413202,340.7326199700001,s,1,0.47755050000000665,477.55050000000665,340.2413202,340.7326199700001,340.7384984,342.34130037,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10.0,f,028_y_f_s_a.jpg,sad,a,17,1,342.3452503000001,342.6414209700001,342.6650035,342.80149286999995,342.8057920000001,342.8468136700001,342.85208620000003,343.38239436999993,a,1,0.5150813000000198,515.0813000000198,342.85208620000003,343.38239436999993,343.3937592,345.23310317000005,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,345.23781170000007,345.53310267000006,345.74659539999993,345.9033146700001,345.90679479999994,345.94703017000006,345.9520642,346.3194956699999,d,1,0.3588173000000552,358.8173000000552,345.9520642,346.3194956699999,346.32663890000003,347.84141236999994,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,347.8474424000001,348.14152087,348.36047600000006,348.52699267,348.531559,348.5722976700001,348.57747530000006,349.00965096999994,s,1,0.42146630000002006,421.46630000002006,348.57747530000006,349.00965096999994,349.01801950000004,350.62482957,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,350.62818259999995,350.92485717,351.15164849999996,351.30678637000005,351.3102423,351.34731237000005,351.35020209999993,351.73343047000003,a,1,0.36868319999985033,368.68319999985033,351.35020209999993,351.73343047000003,351.73655499999995,352.8331724699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,352.83633540000005,353.13303967,353.3217050999999,353.48410457,353.48871929999996,353.52929487000006,353.53463009999996,353.79902567,d,1,0.25661840000020675,256.61840000020675,353.53463009999996,353.79902567,353.81079879999993,355.03326246999995,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,355.03943720000007,355.33334627,355.5690178,355.7174145700001,355.7208997,355.7606597700001,355.7659916,356.24146997,d,1,0.4648810000001049,464.8810000001049,355.7659916,356.24146997,356.2495993,357.57505567,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,357.5778657999999,357.8749965700001,358.1087494000001,358.26615767,358.27061260000005,358.30873887000007,358.31446619999997,359.01354676999995,a,1,0.6844939999998587,684.4939999998587,358.31446619999997,359.01354676999995,359.0250389,360.0666571700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,360.07070210000006,360.3667841700001,360.60461280000004,360.77345906999994,360.77843630000007,360.81924617000004,360.8242355,361.2529246700001,s,1,0.4147428999999647,414.7428999999647,360.8242355,361.2529246700001,361.2641704,362.90015707,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,362.9042981,363.20015336999995,363.40641690000007,363.56815297,363.57256110000003,363.61049346999994,363.6138370000001,364.0820161700001,s,1,0.45719370000006165,457.19370000006165,363.6138370000001,364.0820161700001,364.09152229999995,365.97523896999996,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,0,0,0,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,365.9806054999999,366.27522526999996,366.4791348000001,366.64035167,366.64421960000004,366.6843775699999,366.68945759999997,367.0345364699999,s,1,0.33346899999992274,333.46899999992274,366.68945759999997,367.0345364699999,367.04775859999995,368.1168297700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.2079536000001,369.05437097000004,s,0.830866899999819,830.866899999819,368.2079536000001,369.05437097000004,0,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,369.0621028999999,369.35026427,369.37652060000005,369.39200177,369.3922763999999,369.42794957,369.4289939,370.2179861699999,s,0,0.7777538000000277,777.7538000000277,369.4289939,370.2179861699999,370.22109539999997,372.08359767,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,372.09081459999993,372.38366907,372.6022124000001,372.6195747700001,372.6203743000001,372.65914157,372.66438629999993,373.4101128699999,s,1,0.7343779000000268,734.3779000000268,372.66438629999993,373.4101128699999,373.4151240000001,374.9586249700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.0,f,030_o_f_s_a.jpg,sad,a,17,2,374.96357420000004,375.25870497000005,375.45614709999995,375.6256047700001,375.6303092999999,375.66944807000004,375.67480709999995,376.39238247000003,a,1,0.7079877999999553,707.9877999999553,375.67480709999995,376.39238247000003,376.3959132,378.09196417,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,378.09227869999995,378.39208117,378.41626569999994,378.5519364700001,378.55533420000006,378.59352336999996,378.59631119999995,379.34899326999994,a,1,0.7385695999998916,738.5695999998916,378.59631119999995,379.34899326999994,379.3583650999999,380.74196787000005,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.0,m,033_o_m_n_a.jpg,neutral,s,2,2,380.7448873000001,381.04206797000006,381.2492595000001,381.26640797000005,381.2666226000001,381.3030038700001,381.3027053999999,382.11949757,a,0,0.8082094000001234,808.2094000001234,381.3027053999999,382.11949757,382.1286316999999,383.45044377,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,383.4534288,383.75035507000007,383.9511279999999,383.96854286999996,383.9693641000001,384.00586466999994,384.0057964,384.5946803700001,s,1,0.5771294000001035,577.1294000001035,384.0057964,384.5946803700001,384.6063151999999,385.8089424699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12.0,f,040_y_f_s_a.jpg,sad,a,2,2,385.81561809999994,386.1088355700001,386.13071779999996,386.14597067,386.1470790999999,386.1850590700001,386.1864604,386.7756089700001,s,0,0.5725958000000446,572.5958000000446,386.1864604,386.7756089700001,386.7853534999999,388.2505250700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,388.2547363000001,388.5506013700001,388.7645835000001,388.78140686999996,388.7819488,388.81850256999996,388.8183855,389.81659827,s,1,0.9885094999999637,988.5094999999637,388.8183855,389.81659827,389.8260702,390.88380437,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.0,f,021_o_f_s_a.jpg,sad,a,17,2,390.8878129,391.18401267000013,391.2061913,391.34393097,391.3473659000001,391.38510827000005,391.38857699999994,392.06857087000003,a,1,0.6662526000000071,666.2526000000071,391.38857699999994,392.06857087000003,392.07797559999995,393.5006463699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,393.5051813,393.8006088699999,393.82260139999994,393.96100717000013,393.9648359,394.0053856700001,394.00970370000005,394.4880990700001,a,1,0.4692680000000564,469.2680000000564,394.00970370000005,394.4880990700001,394.4966055,395.75065477,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7.0,f,012_o_f_n_a.jpg,neutral,s,2,2,395.75385430000006,396.0506993700001,396.2726683000001,396.2891149700001,396.2892448,396.32688127000006,396.3268307999999,397.00615567,s,1,0.6720153000001119,672.0153000001119,396.3268307999999,397.00615567,397.0115553999999,398.21741307,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,m,008_y_m_n_a.jpg,neutral,s,2,2,398.2216705000001,398.5175012699999,398.7557922000001,398.7723394699999,398.77515700000004,398.81198677,398.81522010000003,399.33564647000003,s,1,0.5038772000000336,503.87720000003355,398.81522010000003,399.33564647000003,399.34315719999995,400.72590706999995,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,400.7315046000001,401.0259196700001,401.0424636,401.05744697,401.05825000000004,401.0935897700001,401.0938719999999,401.71525066999993,s,0,0.6090618000000632,609.0618000000632,401.0938719999999,401.71525066999993,401.7237043,403.55929487000003,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,403.5650805,403.8591946700001,403.8815884999999,404.01918587,404.0226717999999,404.06138996999994,404.0653149,405.14618687000007,d,1,1.0696040999998786,1069.6040999998786,404.0653149,405.14618687000007,405.1569211000001,406.26761826999996,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3.0,m,013_y_m_h_a.jpg,happy,d,2,2,406.27175050000005,406.56752516999995,406.82473830000004,406.8412930700001,406.8418504000001,406.87716997000007,406.8769385999999,408.0261882699999,s,0,1.1379271999999219,1137.9271999999219,406.8769385999999,408.0261882699999,408.0347577,409.1010654700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,409.1064994000001,409.40098377000004,409.6039842,409.62140436999994,409.62264460000006,409.66056677000006,409.6616597,410.2556797699999,s,1,0.585171199999877,585.171199999877,409.6616597,410.2556797699999,410.2642720000001,411.87612947,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.0,m,013_y_m_n_a.jpg,neutral,s,2,2,411.8818857000001,412.17613407,412.4100043000001,412.4273391700001,412.42756639999993,412.46406776999993,412.4643836,413.52677827,s,1,1.054542999999967,1054.542999999967,412.4643836,413.52677827,413.5356495000001,414.81774567,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9.0,f,021_o_f_h_a.jpg,happy,d,17,2,414.8232511000001,415.1178492700001,415.33488009999996,415.5052300699999,415.5101003,415.5508232699999,415.55495829999995,416.0235836700001,d,1,0.46012649999988753,460.1264999998875,415.55495829999995,416.0235836700001,416.035629,418.02620507000006,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.0,m,013_y_m_s_a.jpg,sad,a,17,2,418.0306882,418.3262143700001,418.3441617000001,418.47779227,418.4807576999999,418.51952286999995,418.5236732000001,419.3691356700001,a,1,0.8352176000000782,835.2176000000782,418.5236732000001,419.3691356700001,419.3768978999999,420.69292217,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10.0,f,028_y_f_h_a.jpg,happy,d,2,2,420.6972925,420.99283646999993,421.01711090000003,421.03218777000006,421.0330225,421.06945027000006,421.07087580000007,422.02827587,d,1,0.9440296000000217,944.0296000000217,421.07087580000007,422.02827587,422.0350840000001,423.70957387,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.0,m,016_y_m_h_a.jpg,happy,d,2,2,423.7138176000001,424.00966616999995,424.0310735999999,424.0459574700001,424.0467129000001,424.08590557,424.0859521,424.74689427,d,1,0.6488597000000027,648.8597000000027,424.0859521,424.74689427,424.7543376000001,425.7846195699999,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,425.7873439,426.0845123700001,426.1058711999999,426.12125547000005,426.12187229999995,426.1583704699999,426.1588812,426.9928584700001,d,1,0.8241540000001351,824.154000000135,426.1588812,426.9928584700001,427.0056284,428.43466197,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5.0,m,027_o_m_s_a.jpg,sad,a,17,2,428.43775230000006,428.73474057,428.75594980000005,428.88677807,428.8902716,428.93026626999995,428.9356868,429.52698026999997,a,1,0.5835196999998971,583.519699999897,428.9356868,429.52698026999997,429.53963410000006,431.1431664700001,EMOCONPILOT024,2021_Feb_18_1020,EmoCon_Pilot_120Hz,2020.2.4,120.11146343806222,
