trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,6.0,m,033_o_m_s_a.jpg,sad,a,2,2,1079.5224392999999,1079.81626653,1079.8406052,1079.8555435300002,1079.8556131999999,1079.8924518299998,1079.8936905,1080.6465857300002,s,0,0.7450823000003766,745.0823000003766,1079.8936905,1080.6465857300002,1080.6568388,1081.8496597300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,1081.8537648000001,1082.1496275299999,1082.1727989,1082.18797733,1082.1884881,1082.2258290299999,1082.2258924000002,1082.8642566299998,d,1,0.6287695999999414,628.7695999999414,1082.2258924000002,1082.8642566299998,1082.8715972,1084.10806913,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,2.0,m,008_y_m_s_a.jpg,sad,a,2,2,1084.1140786,1084.4080252299998,1084.6445546999998,1084.66156883,1084.6619731,1084.69661113,1084.6966077000002,1085.79296073,a,1,1.0859111999998277,1085.9111999998277,1084.6966077000002,1085.79296073,1085.8003552999999,1087.44134473,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,1087.4453795,1087.7413638300002,1087.9361706,1087.9538690299999,1087.9571356000001,1087.9949497300001,1087.9992432,1088.66979613,s,1,0.655405200000132,655.405200000132,1087.9992432,1088.66979613,1088.6826252,1090.1248137300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2.0,m,008_y_m_s_a.jpg,sad,a,17,2,1090.1297123,1090.4248405300002,1090.6644018000002,1090.82012073,1090.8236361,1090.86364123,1090.8688634999999,1091.4692308299998,a,1,0.5858616000000438,585.8616000000438,1090.8688634999999,1091.4692308299998,1091.4806189,1092.9998616300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,1093.0039428,1093.2998527299999,1093.4986268000002,1093.6594114299999,1093.6641527000002,1093.7050686300001,1093.7103487,1094.64582753,s,1,0.9282707999996092,928.2707999996092,1093.7103487,1094.64582753,1094.6577053,1096.16658283,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,1096.1704733000001,1096.4665923300001,1096.6704433999998,1096.68790723,1096.6912312,1096.7311668300001,1096.7362506,1097.2879746299998,s,1,0.5423141000001124,542.3141000001124,1096.7362506,1097.2879746299998,1097.2962860000002,1098.7582954299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2.0,m,008_y_m_s_a.jpg,sad,a,2,2,1098.7624096999998,1099.0583149299998,1099.2876660000002,1099.3048080299998,1099.3078224,1099.34576073,1099.3501999999999,1100.15676793,a,1,0.7924348999999893,792.4348999999893,1099.3501999999999,1100.15676793,1100.1680412,1101.6083669299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,1101.6126711000002,1101.9083496300002,1102.1115441000002,1102.27409783,1102.2787572000002,1102.3197302299998,1102.3238181000002,1103.18901643,s,1,0.8509776000000784,850.9776000000784,1102.3238181000002,1103.18901643,1103.2002839000002,1104.9418001299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,1104.9472643,1105.24184843,1105.2656831,1105.28126223,1105.2819998999998,1105.3179474299998,1105.3178956000002,1106.1671328300001,d,0,0.8407219000000623,840.7219000000623,1105.3178956000002,1106.1671328300001,1106.1754592000002,1107.2501473300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,3.0,m,013_y_m_n_a.jpg,neutral,s,2,2,1107.2542572000002,1107.55021483,1107.7948852999998,1107.8123219299998,1107.8126575000001,1107.84739053,1107.8472897000001,1108.44141663,s,1,0.5833904999999504,583.3904999999504,1107.8472897000001,1108.44141663,1108.4490927000002,1110.1419090299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,7.0,f,012_o_f_s_a.jpg,sad,a,17,2,1110.1472273,1110.4419912300002,1110.4654147,1110.6020915299998,1110.6055907999998,1110.64633273,1110.6508182000002,1111.19191123,a,1,0.5240995999997722,524.0995999997722,1110.6508182000002,1111.19191123,1111.2032669,1112.91691913,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,12.0,f,040_y_f_n_a.jpg,neutral,s,2,2,1112.9210013000002,1113.21694133,1113.4443058000002,1113.46210073,1113.4632304000002,1113.5032472300002,1113.5075084999999,1114.1997371300001,s,1,0.6752185000000281,675.2185000000281,1113.5075084999999,1114.1997371300001,1114.2111223000002,1115.76701763,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,1115.7730737000002,1116.06709033,1116.0916057,1116.2270526300001,1116.2303740000002,1116.2715933299999,1116.2769643000001,1116.6243188300002,d,1,0.3378308000001198,337.8308000001198,1116.2769643000001,1116.6243188300002,1116.6356144000001,1118.6170260299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2.0,m,008_y_m_n_a.jpg,neutral,s,2,2,1118.6211754,1118.9170814299998,1119.1623386,1119.1792096299998,1119.1799136999998,1119.2156504299999,1119.2154344,1120.75686303,a,0,1.5271692000001167,1527.1692000001167,1119.2154344,1120.75686303,1120.7659377999998,1122.0920680299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,12.0,f,040_y_f_h_a.jpg,happy,d,17,2,1122.0949206999999,1122.3920933299999,1122.4153388,1122.5523460299999,1122.5558569999998,1122.5970896299998,1122.6022408,1123.05054473,d,1,0.43648380000013276,436.48380000013276,1122.6022408,1123.05054473,1123.0621039000002,1124.6089107300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,9.0,f,021_o_f_h_a.jpg,happy,d,17,2,1124.6130291999998,1124.90890913,1125.1283754,1125.28891753,1125.2936134000001,1125.3347642299998,1125.3397704,1125.6366111300001,d,1,0.283030300000064,283.030300000064,1125.3397704,1125.6366111300001,1125.6480755000002,1126.9839512299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,1126.9866517,1127.2839181299998,1127.2989388,1127.4355747299999,1127.4385984,1127.47741923,1127.4814539,1127.7750650300002,d,1,0.2853576000002249,285.3576000002249,1127.4814539,1127.7750650300002,1127.7856508,1129.0673828299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,2.0,m,008_y_m_n_a.jpg,neutral,s,17,2,1129.0725888000002,1129.36731373,1129.6055084999998,1129.77431293,1129.7791981999999,1129.81873423,1129.8228502000002,1130.4157400299998,s,1,0.5759201999999277,575.9201999999277,1129.8228502000002,1130.4157400299998,1130.4286035,1131.55898293,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,1131.5631254999998,1131.85898913,1132.0623956999998,1132.0792862300002,1132.0814891999999,1132.1185189300002,1132.1228904,1132.69221403,s,1,0.5559759999996459,555.9759999996459,1132.1228904,1132.69221403,1132.7035787999998,1134.46746263,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,1134.4712052,1134.76737063,1134.7886009,1134.9190258299998,1134.9219491,1134.96033273,1134.96447,1135.44026533,d,1,0.4661631000003581,466.1631000003581,1134.96447,1135.44026533,1135.4511088,1137.25087603,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,5.0,m,027_o_m_s_a.jpg,sad,a,2,2,1137.2566284,1137.55083103,1137.5721919000002,1137.58779893,1137.5883595999999,1137.6232456300002,1137.6233109,1138.31383243,s,0,0.6792736000002151,679.2736000002151,1137.6233109,1138.31383243,1138.3226725999998,1139.9758413299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,7.0,f,012_o_f_s_a.jpg,sad,a,2,2,1139.9791621,1140.2758596299998,1140.3008596,1140.31687033,1140.3183935000002,1140.3558896299999,1140.3572954,1140.85490473,s,0,0.48927139999977953,489.27139999977953,1140.3572954,1140.85490473,1140.8615153,1141.8675353299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2.0,m,008_y_m_h_a.jpg,happy,d,17,2,1141.8717514,1142.16749933,1142.1823826999998,1142.3191687299998,1142.3199791000002,1142.36039993,1142.3615666,1142.96063793,d,1,0.589117499999702,589.117499999702,1142.3615666,1142.96063793,1142.969724,1144.95106543,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,1144.9566495,1145.25091833,1145.2713168999999,1145.40261243,1145.4068827,1145.44791143,1145.4530300000001,1145.8124313300002,d,1,0.34580400000004374,345.80400000004374,1145.4530300000001,1145.8124313300002,1145.8234974000002,1147.05926793,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,1147.0622033999998,1147.3593901299998,1147.3794695000001,1147.51121553,1147.5158938,1147.55558463,1147.5600512,1148.2214815300001,a,1,0.6466120999998566,646.6120999998566,1147.5600512,1148.2214815300001,1148.2330086000002,1149.86754163,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,1149.8682385000002,1150.1678362300001,1150.1933654,1150.3277485299998,1150.3319106,1150.3706860300001,1150.3740763,1151.28629733,a,1,0.8965327000000798,896.5327000000798,1150.3740763,1151.28629733,1151.29677,1153.0011120299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,2.0,m,008_y_m_n_a.jpg,neutral,s,2,2,1153.0066307000002,1153.30119963,1153.554986,1153.57250293,1153.5752889,1153.6126188300002,1153.6172405000002,1154.21785863,s,1,0.589361899999858,589.361899999858,1153.6172405000002,1154.21785863,1154.2263297999998,1155.9596073300002,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,11.0,f,030_o_f_s_a.jpg,sad,a,2,2,1155.9653655000002,1156.25950563,1156.4695995000002,1156.4870560299998,1156.4879277999999,1156.52366083,1156.5229874000001,1157.2060665299998,s,0,0.6756169000000227,675.6169000000227,1156.5229874000001,1157.2060665299998,1157.2135297,1158.62620223,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,1158.630458,1158.9263165300001,1159.137464,1159.30125953,1159.3058099999998,1159.34605163,1159.3503777,1159.91100283,s,1,0.5523404999999002,552.3404999999002,1159.3503777,1159.91100283,1159.9186374,1161.28465403,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,1161.2896878000001,1161.5845863299999,1161.6076386,1161.62295693,1161.6249773999998,1161.66265623,1161.6645109,1162.1684106300002,d,1,0.4940314999998918,494.0314999998918,1161.6645109,1162.1684106300002,1162.1757056000001,1163.67609673,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,3.0,m,013_y_m_s_a.jpg,sad,a,2,2,1163.6761551,1163.97644293,1163.9972332000002,1164.0125540299998,1164.0130969000002,1164.04791623,1164.0484052000002,1164.99869083,a,1,0.9341878999998698,934.1878999998698,1164.0484052000002,1164.99869083,1165.0067986,1166.0763991299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12.0,f,040_y_f_s_a.jpg,sad,a,2,2,1166.0815659999998,1166.3764819300002,1166.4025507000001,1166.4179538300002,1166.4184353,1166.4527531299998,1166.4525975000001,1167.15010943,s,0,0.6820366000001741,682.0366000001741,1166.4525975000001,1167.15010943,1167.1574296,1168.2261817299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,11.0,f,030_o_f_s_a.jpg,sad,a,2,2,1168.2263589,1168.5264211299998,1168.7300461,1168.74741243,1168.7493402,1168.78676693,1168.7898860999999,1169.3096879299999,s,0,0.5128004000002875,512.8004000002875,1168.7898860999999,1169.3096879299999,1169.3213167,1170.42647823,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8.0,f,019_m_f_n_a.jpg,neutral,s,17,2,1170.4307279999998,1170.7264788300001,1170.9542587,1171.1161758300002,1171.1206461000002,1171.15977163,1171.163451,1171.5494799300002,s,1,0.3712041999997382,371.2041999997382,1171.163451,1171.5494799300002,1171.5601753,1172.6848335299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,1172.6899804999998,1172.98482983,1172.9969114,1173.12812073,1173.1308429,1173.16940313,1173.1716216,1173.65184863,d,1,0.4669549999998708,466.9549999998708,1173.1716216,1173.65184863,1173.6597849,1175.1849407299999,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,9.0,f,021_o_f_s_a.jpg,sad,a,17,2,1175.1889851,1175.4849802299998,1175.5080008,1175.64494133,1175.6485650999998,1175.6899076299999,1175.6951,1176.38214073,a,1,0.6716450999997505,671.6450999997505,1175.6951,1176.38214073,1176.3898986,1178.38497123,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,4.0,m,016_y_m_n_a.jpg,neutral,s,2,2,1178.3890468999998,1178.68495853,1178.9318567999999,1178.94885163,1178.9500656,1178.98763153,1178.9915289,1179.6954438300002,s,1,0.6870943000003535,687.0943000003535,1178.9915289,1179.6954438300002,1179.7033067000002,1180.91835823,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,8.0,f,019_m_f_h_a.jpg,happy,d,17,2,1180.9226210000002,1181.2183578299998,1181.2406569999998,1181.37833063,1181.3818777000001,1181.42002213,1181.4230808000002,1181.72627563,d,1,0.29552190000003975,295.52190000003975,1181.4230808000002,1181.72627563,1181.7374067,1183.0934810299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,3.0,m,013_y_m_n_a.jpg,neutral,s,2,2,1183.0978448,1183.39338063,1183.6263804,1183.6434184299999,1183.6439335999999,1183.6783588300002,1183.6793065000002,1184.20451703,d,0,0.5113426000002619,511.3426000002619,1183.6793065000002,1184.20451703,1184.2111537,1186.17678383,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,12.0,f,040_y_f_s_a.jpg,sad,a,2,2,1186.1809521,1186.4767782299998,1186.502797,1186.51854833,1186.5192419,1186.55551863,1186.5559736,1187.2734624299999,s,0,0.7065883999998732,706.5883999998732,1186.5559736,1187.2734624299999,1187.2809963999998,1188.3850761299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,4.0,m,016_y_m_h_a.jpg,happy,d,2,2,1188.3881528000002,1188.68512213,1188.7041196,1188.72004813,1188.7203760000002,1188.7546619299999,1188.7545553999998,1189.6645746299998,s,0,0.9000459999997474,900.0459999997474,1188.7545553999998,1189.6645746299998,1189.6728754,1190.8685183300001,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,11.0,f,030_o_f_s_a.jpg,sad,a,2,2,1190.8713122,1191.1684997300001,1191.3786997000002,1191.39622273,1191.3969742,1191.4311178300002,1191.431357,1192.00082283,s,0,0.5592808000001241,559.2808000001241,1191.431357,1192.00082283,1192.008093,1193.1269727299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,9.0,f,021_o_f_s_a.jpg,sad,a,2,2,1193.1322623,1193.4269517300002,1193.4490581999999,1193.4639801300002,1193.4647873,1193.50312073,1193.5042477000002,1194.0160182299999,s,0,0.5024631000001136,502.4631000001136,1193.5042477000002,1194.0160182299999,1194.0273868,1195.3269704299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,9.0,f,021_o_f_h_a.jpg,happy,d,2,2,1195.3312829000001,1195.6269727299998,1195.8497928000002,1195.86664133,1195.8671026000002,1195.9031535299998,1195.9047148,1196.58627633,d,1,0.6698010999998587,669.8010999998587,1195.9047148,1196.58627633,1196.5927679000001,1197.98541813,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,1197.9895743000002,1198.28532303,1198.4966232000002,1198.51399393,1198.5148804,1198.54945453,1198.549093,1199.13213363,d,0,0.5694203999996716,569.4203999996716,1198.549093,1199.13213363,1199.1379001999999,1201.0604961299998,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,1201.0660300999998,1201.36049923,1201.3862005,1201.52049333,1201.5255148,1201.56624093,1201.5715220000002,1202.1263698300002,a,1,0.5469514999999774,546.9514999999774,1201.5715220000002,1202.1263698300002,1202.1302562,1203.71878593,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,10.0,f,028_y_f_h_a.jpg,happy,d,17,2,1203.7191038,1204.01892333,1204.0424954999999,1204.1787851299998,1204.1819546000002,1204.22001483,1204.2237269000002,1204.6774490300002,d,1,0.43901529999993727,439.01529999993727,1204.2237269000002,1204.6774490300002,1204.6864331000002,1205.72728623,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
,,,,1,0,1,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,8.0,f,019_m_f_s_a.jpg,sad,a,17,2,1205.7333706,1206.02727403,1206.2758162,1206.43423933,1206.4363119999998,1206.47336143,1206.4765774000002,1206.85615253,a,1,0.3700069999999869,370.0069999999869,1206.4765774000002,1206.85615253,1206.8644946999998,1207.90223623,EMOCONPILOT009,2020_Dec_12_1007,EmoCon_Pilot_120Hz,2020.2.4,120.25633841109189,
