trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1.0,m,004_o_m_n_a.jpg,neutral,s,1,3,1008.7577052998822,1009.0524049100001,1009.261353299953,1009.2696827099659,1009.2704009998124,1009.3056032100227,1009.3056026999839,1010.2947533099447,d,0,0.9777609000448138,977.7609000448138,1009.3056026999839,1010.2947533099447,1010.3021656998899,1011.2939677100163,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7.0,f,012_o_f_h_a.jpg,happy,d,1,3,1011.2968987999484,1011.593931110017,1011.6160404998809,1011.6243699098937,1011.6245402998757,1011.6618713099975,1011.6636651000008,1012.2277647099924,s,0,0.5478099000174552,547.8099000174552,1011.6636651000008,1012.2277647099924,1012.2342814998701,1013.9190653098282,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,9.0,f,021_o_f_h_a.jpg,happy,d,1,3,1013.9244530999567,1014.2191730098799,1014.4301865999587,1014.4385160099715,1014.4391711999197,1014.4733718099538,1014.4728661999106,1015.0045368100051,s,0,0.5225442999508232,522.5442999508232,1014.4728661999106,1015.0045368100051,1015.0119919998106,1016.569168409938,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1016.57320600003,1016.8690932098776,1016.8909876998514,1016.8993171098642,1016.899915299844,1016.9368749099318,1016.9369473999832,1017.508415309852,d,1,0.5625836001709104,562.5836001709104,1016.9369473999832,1017.508415309852,1017.5157506000251,1019.2775624100119,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4.0,m,016_y_m_s_a.jpg,sad,a,17,3,1019.2815211999696,1019.57743850993,1019.598742299946,1019.7291601099074,1019.7319666999392,1019.770387309976,1019.773463799851,1020.6408111098223,a,1,0.8541695999447256,854.1695999447256,1019.773463799851,1020.6408111098223,1020.6486794999801,1022.3442284098361,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,1022.3480954999104,1022.6442421098706,1022.664618599927,1022.7958671100438,1022.7988626998849,1022.8371589099057,1022.8403080999851,1023.9704293100164,a,1,1.123133699875325,1123.133699875325,1022.8403080999851,1023.9704293100164,1023.9777857000008,1024.9943609099369,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,12.0,f,040_y_f_s_a.jpg,sad,a,1,3,1024.9986091998871,1025.2944095098878,1025.3189468998462,1025.327276309859,1025.3281926999334,1025.3627587099559,1025.363870299887,1026.332808709843,s,0,0.9595219998154789,959.5219998154789,1025.363870299887,1026.332808709843,1026.3403123999014,1028.3027659099548,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,3.0,m,013_y_m_s_a.jpg,sad,a,17,3,1028.307596199913,1028.6026884099933,1028.6252011000179,1028.7627818099222,1028.7646377999336,1028.804031209927,1028.8059431000147,1029.741329709906,a,1,0.9254760998301208,925.4760998301208,1028.8059431000147,1029.741329709906,1029.74960380001,1031.6111711099743,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2.0,m,008_y_m_s_a.jpg,sad,a,1,3,1031.6153760999441,1031.9111432099248,1032.162782699801,1032.1711121098137,1032.171547899954,1032.2062514099757,1032.206361999968,1033.0447259099687,s,0,0.82903190003708,829.03190003708,1032.206361999968,1033.0447259099687,1033.0494150999002,1034.7612742098513,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,7.0,f,012_o_f_s_a.jpg,sad,a,17,3,1034.7669792999513,1035.0612801098264,1035.0857046998572,1035.2211724099702,1035.2231648999732,1035.2625263099558,1035.2641536998563,1035.9109340099617,a,1,0.6352413999848068,635.2413999848068,1035.2641536998563,1035.9109340099617,1035.9182885999326,1037.3445747100282,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,7.0,f,012_o_f_h_a.jpg,happy,d,1,3,1037.3500991999172,1037.6446489099412,1037.6572982999496,1037.6656277099623,1037.66614259989,1037.704125209851,1037.7054820999037,1039.297999209864,None,0,,,1037.7054820999037,1039.297999209864,1039.302916900022,1040.4196244100108,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,10.0,f,028_y_f_n_a.jpg,neutral,s,17,3,1040.4224876998924,1040.7196295099798,1040.9361933998298,1041.0947248098905,1041.099517900031,1041.140777110029,1041.1451373000164,1042.3908406099304,s,1,1.2342445000540465,1234.2445000540465,1041.1451373000164,1042.3908406099304,1042.3956269999035,1043.5863538099452,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,9.0,f,021_o_f_n_a.jpg,neutral,s,17,3,1043.589382499922,1043.8863239098805,1044.089487399906,1044.252549010003,1044.2567473999225,1044.2962282098829,1044.301447799895,1044.9076417099218,s,1,0.598327900050208,598.327900050208,1044.301447799895,1044.9076417099218,1044.9163163998164,1046.153077309858,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,1046.1561100999825,1046.453080909932,1046.474557499867,1046.6047003098297,1046.6070013998542,1046.6460269099566,1046.648771499982,1048.1707492099608,None,0,,,1046.648771499982,1048.1707492099608,1048.1759777998086,1049.444823810039,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1.0,m,004_o_m_s_a.jpg,sad,a,1,3,1049.4477297998965,1049.7448364099487,1049.7638861997984,1049.7722156098112,1049.7727848999202,1049.8082770098931,1049.8086692998186,1051.0530659099109,s,0,1.2348543000407517,1234.8543000407517,1049.8086692998186,1051.0530659099109,1051.0602261999156,1052.7198737099766,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,7.0,f,012_o_f_n_a.jpg,neutral,s,17,3,1052.7228709999472,1053.0198666098527,1053.2382159000263,1053.4002936099655,1053.4053849999327,1053.4463748099747,1053.4516093998682,1053.9504197099245,s,1,0.4880079999566078,488.0079999566078,1053.4516093998682,1053.9504197099245,1053.9621258999687,1055.4032525100279,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4.0,m,016_y_m_h_a.jpg,happy,d,1,3,1055.407417499926,1055.703389309952,1055.7289668999147,1055.7372963099274,1055.739183299942,1055.776631209906,1055.7780901999213,1057.0094498099293,s,0,1.2173727999906987,1217.3727999906987,1055.7780901999213,1057.0094498099293,1057.0176601998974,1058.3783904098905,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,5.0,m,027_o_m_s_a.jpg,sad,a,1,3,1058.3827870998066,1058.678274009982,1058.701057399856,1058.7093868098686,1058.709706199821,1058.746159410011,1058.7475099998992,1059.3543373098596,s,0,0.5999700999818742,599.9700999818742,1058.7475099998992,1059.3543373098596,1059.3618085999042,1060.361741210008,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,3.0,m,013_y_m_s_a.jpg,sad,a,17,3,1060.3658582998905,1060.6617377099114,1060.6826528999954,1060.8134562099817,1060.8172396998852,1060.8546888098585,1060.858787999954,1061.49415911003,a,1,0.624771700007841,624.771700007841,1060.858787999954,1061.49415911003,1061.5049995000008,1062.9950292100198,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,10.0,f,028_y_f_n_a.jpg,neutral,s,1,3,1062.995599299902,1063.295182909956,1063.5059245999437,1063.5142540099564,1063.5161746998783,1063.5535398099105,1063.5574191999622,1064.1717072100378,s,1,0.6059779000934213,605.9779000934213,1063.5574191999622,1064.1717072100378,1064.1764743998647,1065.220233810041,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,11.0,f,030_o_f_s_a.jpg,sad,a,17,3,1065.224384199828,1065.5201499100308,1065.7150445999578,1065.8750690099782,1065.87977699982,1065.9208886098581,1065.9260086999275,1067.566189409839,None,0,,,1065.9260086999275,1067.566189409839,1067.5712201998103,1068.9868907098657,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,10.0,f,028_y_f_h_a.jpg,happy,d,17,3,1068.9899710000027,1069.2868825098499,1069.3083552999888,1069.4385296098421,1069.4407077999786,1069.4798213098197,1069.4820655998774,1070.1956704099662,d,1,0.6975104999728501,697.5104999728501,1069.4820655998774,1070.1956704099662,1070.2033041999675,1071.2702128099277,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,5.0,m,027_o_m_n_a.jpg,neutral,s,1,3,1071.2744161998853,1071.5703456098213,1071.779244299978,1071.7875737099907,1071.7881348999217,1071.8240980099886,1071.824506299803,1072.4767582098953,s,1,0.64287169999443,642.87169999443,1071.824506299803,1072.4767582098953,1072.4841632999014,1074.2204592098947,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1074.2259115998168,1074.5203520098235,1074.5366622998845,1074.5449917098972,1074.5452697998844,1074.5803653098642,1074.5799910998903,1075.3568410099483,d,1,0.7674881999846548,767.4881999846548,1074.5799910998903,1075.3568410099483,1075.365626399871,1076.4703747098333,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,8.0,f,019_m_f_n_a.jpg,neutral,s,1,3,1076.4735093999188,1076.7703919100109,1077.0051738999318,1077.0135033099446,1077.0142263998277,1077.0532131098676,1077.0572261998896,1077.873374709999,s,1,0.8021944998763502,802.1944998763502,1077.0572261998896,1077.873374709999,1077.8846729998477,1079.0038569098338,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,8.0,f,019_m_f_s_a.jpg,sad,a,17,3,1079.0079086998012,1079.3038475100416,1079.5456426998135,1079.7018673100042,1079.705131500028,1079.7427702098153,1079.745931299869,1080.1928263098466,a,1,0.433530000038445,433.530000038445,1079.745931299869,1080.1928263098466,1080.203274199972,1081.3455565098207,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,8.0,f,019_m_f_n_a.jpg,neutral,s,1,3,1081.3493577998597,1081.6454415099229,1081.8847821999807,1081.8931116099934,1081.8943047998473,1081.9304280098527,1081.9320145000238,1082.7406482099555,d,0,0.7994452000129968,799.4452000129968,1081.9320145000238,1082.7406482099555,1082.7489785000216,1083.8122915098443,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,12.0,f,040_y_f_s_a.jpg,sad,a,17,3,1083.8152665998787,1084.1122606100048,1084.1349201998673,1084.272162909992,1084.2752364999615,1084.3134100098628,1084.3168095999863,1085.6204379099886,a,1,1.294700700091198,1294.700700091198,1084.3168095999863,1085.6204379099886,1085.6306195999496,1087.378997509973,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,2.0,m,008_y_m_n_a.jpg,neutral,s,17,3,1087.3843496998306,1087.679065909842,1087.920365799917,1088.0739828100427,1088.0769499000162,1088.114229709981,1088.1169392999727,1089.6680421099531,s,1,1.5426272000186145,1542.6272000186145,1088.1169392999727,1089.6680421099531,1089.6776200998574,1091.2290400100405,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,1091.231979599921,1091.528978909971,1091.7267008000053,1091.8813655098434,1091.8845225998666,1091.922111509973,1091.9248909000307,1092.4472144098486,d,1,0.5105853001587093,510.5853001587093,1091.9248909000307,1092.4472144098486,1092.4543520000298,1094.329181709932,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,2.0,m,008_y_m_h_a.jpg,happy,d,1,3,1094.3351733998861,1094.629197109863,1094.6568948000204,1094.665224210033,1094.6660481998697,1094.7015200100373,1094.700893299887,1095.4874674099497,s,0,0.7748065998312086,774.8065998312086,1094.700893299887,1095.4874674099497,1095.4983001998626,1096.9625498099717,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,1096.9685191998724,1097.2625139098614,1097.2843906998169,1097.4224658099934,1097.4245380999055,1097.46372500984,1097.4657165999524,1098.9560666099655,a,1,1.4817369000520557,1481.7369000520557,1097.4657165999524,1098.9560666099655,1098.9652272998355,1100.3292259100358,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,7.0,f,012_o_f_n_a.jpg,neutral,s,17,3,1100.3333486998454,1100.6290206100325,1100.8381192998495,1101.0094645099248,1101.0140569999348,1101.054750709934,1101.0597902999725,1102.3755745099857,s,1,1.3038283998612314,1303.8283998612314,1101.0597902999725,1102.3755745099857,1102.3866275998298,1103.945906609902,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,10.0,f,028_y_f_s_a.jpg,sad,a,1,3,1103.9503462000284,1104.2459032099227,1104.2692030000035,1104.2775324100162,1104.2790782998782,1104.315629209997,1104.3162904998753,1104.9455682098865,s,0,0.6152727999724448,615.2727999724448,1104.3162904998753,1104.9455682098865,1104.9529359999578,1106.4960813099983,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,5.0,m,027_o_m_s_a.jpg,sad,a,1,3,1106.49922899995,1106.7960830099414,1106.8186657999177,1106.8269952099304,1106.8271430998575,1106.8639092099852,1106.8639845999423,1107.5212371099274,d,0,0.6437399999704212,643.7399999704212,1106.8639845999423,1107.5212371099274,1107.5297777999658,1109.02943001003,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,6.0,m,033_o_m_s_a.jpg,sad,a,1,3,1109.0323027998675,1109.3293869098648,1109.3486560999881,1109.3569855100009,1109.3570705999155,1109.39259661003,1109.3921230998822,1110.0522276099305,s,0,0.651401299983263,651.401299983263,1109.3921230998822,1110.0522276099305,1110.0616573998705,1111.8294497098773,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,1111.8337204998825,1112.129469209956,1112.3475313999224,1112.3558608099352,1112.3573594999034,1112.3979196098167,1112.4031777998898,1113.2383238099515,d,0,0.8244984999764711,824.4984999764711,1112.4031777998898,1113.2383238099515,1113.2460487999488,1115.2295778099447,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,2,0,2,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,8.0,f,019_m_f_h_a.jpg,happy,d,1,3,1115.2326948998962,1115.529591009859,1115.5530097999144,1115.5613392099272,1115.5628004998434,1115.5975934098474,1115.597354499856,1116.258642809838,a,0,0.6460727001540363,646.0727001540363,1115.597354499856,1116.258642809838,1116.2652633998077,1118.2129567099269,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
