trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,417.5927391999867,417.88964970982636,417.9115312998183,418.04964970997537,418.05297249997966,418.09200920993464,418.0954121998511,419.0336239099503,a,1,0.9235834002029151,923.5834002029151,418.0954121998511,419.0336239099503,419.04403999983333,420.46477431003007,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,420.4707211998757,420.76483240993696,420.9749226998538,420.99242280996407,420.9926150999963,421.02705550999383,421.0278727998957,421.89012350994165,s,1,0.847226400161162,847.226400161162,421.0278727998957,421.89012350994165,421.89945799997076,423.056442209892,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.0,f,021_o_f_s_a.jpg,sad,a,2,2,423.0618557999842,423.35645210989753,423.36892469995655,423.3843736098148,423.38438259996474,423.4197526098229,423.4214006999973,424.5577327098232,a,1,1.1255952001083642,1125.5952001083642,423.4214006999973,424.5577327098232,424.5613235998899,425.5898228098173,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,425.5953108998947,425.88988280985507,425.913957899902,426.04978091004307,426.052966499934,426.09111860990527,426.09445199999027,427.518758709915,a,1,1.4124646000564098,1412.4646000564098,426.09445199999027,427.518758709915,427.52926719980314,428.6648327099625,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7.0,f,012_o_f_n_a.jpg,neutral,s,17,2,428.6691132998094,428.9649609098211,429.1896615999285,429.3522732098587,429.3556288999971,429.39658751003446,429.4007790000178,430.0527010100428,s,1,0.6423880998045206,642.3880998045206,429.4007790000178,430.0527010100428,430.0631967999507,431.73166990992615,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,m,008_y_m_n_a.jpg,neutral,s,2,2,431.7349431999028,432.03164210999387,432.2693125999067,432.28617320992055,432.28823309997097,432.325395409856,432.32841049996205,433.02826030985455,s,1,0.6905247999820858,690.5247999820858,432.32841049996205,433.02826030985455,433.0368784999009,434.8234586100094,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,434.8288884998765,435.1234784099739,435.13668289990164,435.1516322099138,435.15222139982507,435.19130421001466,435.1925572999753,435.91475600996057,a,1,0.7064628999214619,706.4628999214619,435.1925572999753,435.91475600996057,435.9252758999355,437.190044809971,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,437.1942039998248,437.49004521002064,437.5121620998252,437.6501470100135,437.6517793999519,437.6914262100123,437.6932403999381,438.2929853099864,d,1,0.5897379999514669,589.7379999514669,437.6932403999381,438.2929853099864,438.301897399826,440.1567921099719,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3.0,m,013_y_m_h_a.jpg,happy,d,2,2,440.15982419997454,440.4567828098312,440.6966021999251,440.7136565099005,440.7142825999763,440.7503252098337,440.7499779998325,441.7629765098915,d,1,1.0052068000659347,1005.2068000659347,440.7499779998325,441.7629765098915,441.77325959992595,443.6819495099131,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,443.6880693999119,443.98198740989903,444.1787820998579,444.3378788099159,444.3427150999196,444.3826291099191,444.3875916998368,444.8762469099835,s,1,0.47167990007437766,471.67990007437766,444.3875916998368,444.8762469099835,444.88401979999617,446.3402436099947,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.0,m,013_y_m_n_a.jpg,neutral,s,17,2,446.34451849991456,446.6402517099865,446.8679124999326,447.0307933098171,447.0349832000211,447.0753919099458,447.0804474998731,447.86552270981485,s,1,0.7705564999487251,770.5564999487251,447.0804474998731,447.86552270981485,447.8704117999878,449.83198590986433,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9.0,f,021_o_f_h_a.jpg,happy,d,2,2,449.8360756000038,450.13207400999966,450.33353869989514,450.3507568099536,450.35125469998457,450.3909581100103,450.396185599966,451.0502429098357,d,1,0.638927899999544,638.927899999544,450.396185599966,451.0502429098357,451.0605876999907,452.2320695099421,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.0,m,013_y_m_s_a.jpg,sad,a,2,2,452.2376074998174,452.53216060986745,452.5582399999257,452.57376510989855,452.57428819988854,452.6083849099465,452.6083074999042,453.49904911001215,s,0,0.8827680998947471,882.7680998947471,452.6083074999042,453.49904911001215,453.5072214999236,455.2654284098186,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10.0,f,028_y_f_h_a.jpg,happy,d,2,2,455.268518100027,455.5654084099457,455.5856106998399,455.60100720999765,455.6014264000114,455.63565730992707,455.63616149988957,456.3128512100317,d,1,0.6629536000546068,662.9536000546068,455.63616149988957,456.3128512100317,456.3183389999904,458.26556620993654,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.0,m,016_y_m_h_a.jpg,happy,d,2,2,458.2700374999549,458.56547910990196,458.58674039994366,458.601927909907,458.6034762999043,458.6393081100192,458.63968459982425,459.33310560989196,d,1,0.6832526000216603,683.2526000216603,458.63968459982425,459.33310560989196,459.3405238999985,460.4238682099618,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,460.42864489997737,460.72397560989486,460.746327099856,460.7611671098508,460.7623973998707,460.80013720984573,460.80148539994843,461.45921110981146,d,1,0.6496013000141829,649.6013000141829,460.80148539994843,461.45921110981146,461.4656550998334,462.93230211003686,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5.0,m,027_o_m_s_a.jpg,sad,a,2,2,462.9360673998017,463.2322481099051,463.25456039980054,463.26935551003555,463.27023869985715,463.30846580993386,463.30971509986557,464.13261780994947,s,0,0.8132726000621915,813.2726000621915,463.30971509986557,464.13261780994947,464.13740270002745,465.5406578098424,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,465.54383659991436,465.840671209991,466.05411119991913,466.0707430098206,466.0714294000063,466.1085411099717,466.1086440999061,467.2463412099984,s,1,1.1261652000248432,1126.1652000248432,466.1086440999061,467.2463412099984,467.24980969983153,468.94079240984286,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,468.94398640003055,469.2408486098517,469.44381889980286,469.46145610990936,469.46157329995185,469.4968997099437,469.49650309979916,470.28529640999625,s,1,0.7784216997679323,778.4216997679323,469.49650309979916,470.28529640999625,470.2917396998964,471.29069420988674,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,8.0,f,019_m_f_h_a.jpg,happy,d,17,2,471.29514870001003,471.590733810002,471.61527789989486,471.7507289099973,471.7537804997992,471.79197900989095,471.7954958998598,472.3131253099069,d,1,0.5034559001214802,503.4559001214802,471.7954958998598,472.3131253099069,472.32201599981636,473.50752700995656,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,4.0,m,016_y_m_n_a.jpg,neutral,s,17,2,473.5126702999696,473.8075206099544,474.0524960998446,474.2194421099499,474.22425039997324,474.2651497099083,474.27008819999173,476.1092485100031,None,0,,,474.27008819999173,476.1092485100031,476.11463209986687,477.37426900994035,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1.0,m,004_o_m_h_a.jpg,happy,d,2,2,477.37910579983145,477.6743107099552,477.8822435999755,477.8987211099826,477.89925639983267,477.93377400995234,477.93371140002273,478.74461580989885,d,1,0.7973363001365215,797.3363001365215,477.93371140002273,478.74461580989885,478.7561904999893,480.44100850997495,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,480.44639279996045,480.7410134099424,480.76301899994723,480.9010087099392,480.9042212998029,480.94353060997094,480.94839039980434,481.5289566099178,a,1,0.5670100999996066,567.0100999996066,480.94839039980434,481.5289566099178,481.5375775999855,483.25773331001403,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,5.0,m,027_o_m_h_a.jpg,happy,d,2,2,483.26304839993827,483.55782340993176,483.77331879991107,483.78967430992054,483.79003899986856,483.8266034099739,483.83062589983456,484.51581560997295,d,1,0.6765572000294924,676.5572000294924,483.83062589983456,484.51581560997295,484.5275260999333,485.91622820999476,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10.0,f,028_y_f_h_a.jpg,happy,d,17,2,485.9218079999555,486.21611060984435,486.22933249990456,486.36789260981607,486.3716423998121,486.4122025099583,486.41762709990144,487.2023825099692,d,1,0.7774022000376135,777.4022000376135,486.41762709990144,487.2023825099692,487.21424689982086,488.99953110995705,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,5.0,m,027_o_m_h_a.jpg,happy,d,2,2,489.0056851999834,489.29951930991376,489.522532499861,489.53915401003326,489.53970870003104,489.57582090995277,489.5757881999016,490.18561710990036,d,1,0.595240900060162,595.240900060162,489.5757881999016,490.18561710990036,490.19136389996856,491.39950770991857,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,491.40266779996455,491.69962640982124,491.91888289991766,491.93629010990264,491.9406643998809,491.9810191098601,491.9858965999447,492.72110890983606,s,1,0.7211390000302345,721.1390000302345,491.9858965999447,492.72110890983606,492.7326272998471,494.474544010032,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3.0,m,013_y_m_s_a.jpg,sad,a,17,2,494.477391500026,494.7746210099664,494.7971100998111,494.93457601000557,494.93794719991274,494.9758324098308,494.97932629985735,495.51330080991613,a,1,0.5196773998904973,519.6773998904973,494.97932629985735,495.51330080991613,495.5221247000154,497.0330694100354,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,1.0,m,004_o_m_n_a.jpg,neutral,s,2,2,497.0360658999998,497.33296150984245,497.54574219998904,497.56264090994375,497.5635651999619,497.6008453098126,497.6005855000112,499.1002541099675,None,0,,,497.6005855000112,499.1002541099675,499.1017465000041,500.0998037100304,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,12.0,f,040_y_f_h_a.jpg,happy,d,2,2,500.10388569999486,500.3997154099867,500.4209098999854,500.4361419099383,500.4369296999648,500.4717712098733,500.47155779995956,501.44116680989976,s,0,0.9554992001503706,955.4992001503706,500.47155779995956,501.44116680989976,501.4493873999454,503.0165491098538,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10.0,f,028_y_f_n_a.jpg,neutral,s,17,2,503.0204781999346,503.316468809871,503.5188986998983,503.67523010997104,503.6800273999106,503.72024090997877,503.72442679991946,504.898317409819,s,1,1.1587052999529988,1158.7052999529988,503.72442679991946,504.898317409819,504.9087584000081,506.09990660999904,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,11.0,f,030_o_f_n_a.jpg,neutral,s,17,2,506.10430659982376,506.3999221098144,506.5981653998606,506.7670020099264,506.77175750001334,506.8128346099053,506.81721000000834,507.47353710993195,s,1,0.6418969999067485,641.8969999067485,506.81721000000834,507.47353710993195,507.483070399845,509.09158700997943,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,1.0,m,004_o_m_h_a.jpg,happy,d,2,2,509.09629439981654,509.39168490995655,509.59275329997763,509.60918450998145,509.6092898999341,509.64339770996014,509.6428660999518,510.5931401098147,d,1,0.9362184000201523,936.2184000201523,509.6428660999518,510.5931401098147,510.5956476998981,512.0166757098865,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,6.0,m,033_o_m_h_a.jpg,happy,d,2,2,512.022064599907,512.3167696098332,512.3416538999882,512.3570800099056,512.3577056999784,512.3928669098765,512.3928898000158,513.210930409981,s,0,0.810041300021112,810.041300021112,512.3928898000158,513.210930409981,513.218336599879,514.4414375099819,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,514.4413848998956,514.7414154099766,514.751848799875,514.8848584100139,514.8854351998307,514.9261743099429,514.9256576998159,515.9440899099224,d,1,1.005143400048837,1005.1434000488371,514.9256576998159,515.9440899099224,515.9475645998027,517.9167619099841,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,6.0,m,033_o_m_n_a.jpg,neutral,s,17,2,517.917351000011,518.2163979098201,518.4180638999678,518.5698561099358,518.5701526999474,518.6065880098846,518.6066560000181,519.1919366099406,s,1,0.5721780001185834,572.1780001185834,518.6066560000181,519.1919366099406,519.194198000012,520.7914784100373,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,7.0,f,012_o_f_h_a.jpg,happy,d,2,2,520.7919366999995,521.0915039099287,521.1017812998034,521.117662510043,521.1186153998133,521.1547346100211,521.1546302000061,522.3591361098457,d,1,1.1922887999098748,1192.2887999098748,521.1546302000061,522.3591361098457,522.3618320999667,523.8415053099394,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,5.0,m,027_o_m_h_a.jpg,happy,d,2,2,523.8417999998201,524.1416443098802,524.3468485998455,524.3635151098948,524.3638102998957,524.4014198099263,524.4009799999185,525.8171345099341,d,1,1.4019575999118388,1401.9575999118388,524.4009799999185,525.8171345099341,525.8204041998833,527.1916017098353,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,527.1917638999876,527.4916669099126,527.5013311000075,527.6351123099681,527.6364674998913,527.6763366098982,527.6761699998751,529.1757280099206,None,0,,,527.6761699998751,529.1757280099206,529.1755578999873,530.291700009862,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,7.0,f,012_o_f_n_a.jpg,neutral,s,17,2,530.2916619000025,530.5917087098584,530.8091346998699,530.9718338098843,530.9722247999161,531.0098748099059,531.0091521998402,532.2339109099936,s,1,1.2176930999848992,1217.6930999848992,531.0091521998402,532.2339109099936,532.2368768998422,533.4505564099178,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1.0,m,004_o_m_n_a.jpg,neutral,s,17,2,533.4505983998533,533.7501665099059,533.9461632999592,534.0997958098538,534.0999211999588,534.1361643098295,534.1361981998198,534.9264482098166,s,1,0.7789461000356823,778.9461000356823,534.1361981998198,534.9264482098166,534.9351162000094,536.2505052100402,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,9.0,f,021_o_f_h_a.jpg,happy,d,2,2,536.2536282998044,536.5504035098944,536.7583172998857,536.7755223099608,536.7759838998318,536.8099249099847,536.8099695998244,537.4344885099214,d,1,0.6092002000659704,609.2002000659704,536.8099695998244,537.4344885099214,537.4394270998891,539.1588853098452,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,539.1629323998932,539.4589134099893,539.6681764998939,539.6850478098728,539.6856005999725,539.7215446100105,539.7221644998062,540.3266360099893,s,1,0.5928922998718917,592.8922998718917,539.7221644998062,540.3266360099893,540.3340090999845,541.6339791099541,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,541.6402660999447,541.9339846099261,541.9510003998876,542.0910146098119,542.0953941999469,542.1365877100267,542.1414709999226,542.7320326100104,d,1,0.581664799945429,581.664799945429,542.1414709999226,542.7320326100104,542.7437306998763,544.6758110098541,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,50,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,5.0,m,027_o_m_h_a.jpg,happy,d,2,2,544.6811247000005,544.9758459098172,545.1908470999915,545.2073145100381,545.2081174999475,545.2434064100031,545.2436971999705,546.1587683098857,d,1,0.903410900151357,903.410900151357,545.2436971999705,546.1587683098857,546.1654574000277,548.0424398099073,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,51,0,51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,12.0,f,040_y_f_n_a.jpg,neutral,s,2,2,548.0466477998998,548.342520409869,548.5525918998756,548.5696404100396,548.5697359999176,548.6045166099444,548.6048798998818,549.5242816099432,s,1,0.9101966999005526,910.1966999005526,548.6048798998818,549.5242816099432,549.5339313999284,551.2509199098218,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,52,0,52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,2.0,m,008_y_m_h_a.jpg,happy,d,17,2,551.2562561000232,551.5508483100217,551.567877399968,551.7025295099244,551.706910799956,551.7477341100108,551.7525285999291,552.5580022098962,d,1,0.7946789001580328,794.6789001580328,551.7525285999291,552.5580022098962,552.5697625998873,554.2426604099106,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,554.2483873998281,554.5425758100115,554.5643754999619,554.7026499099098,554.7075620999094,554.7482537100092,554.753494199831,555.2429822100327,d,1,0.47391780000180006,473.91780000180006,554.753494199831,555.2429822100327,555.250737400027,556.5592986099888,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
,,,,1,0,1,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,2.0,m,008_y_m_h_a.jpg,happy,d,2,2,556.5648185999598,556.8592798098922,556.8716791998595,556.8877056100406,556.8878575998824,556.9219785098918,556.9227042000275,557.68231781004,d,1,0.7525351999793202,752.5351999793202,556.9227042000275,557.68231781004,557.6938219999429,559.2009864099324,EMOCONPILOT018,2021_Jan_04_1305,EmoCon_Pilot_120Hz,2020.2.4,119.97600483979348,
