trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,key_resp_example.rt,key_resp_example.rt in ms,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,440.58658599993214,440.8825121598551,441.1297706000041,441.2843878599582,441.28901109984145,441.3298266599653,441.33422199985944,441.7916787599446,a,1,441.33422199985944,441.7916787599446,441.79725730000064,442.8158026600489,0.442991100018844,442.991100018844,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8.0,f,019_m_f_s_a.jpg,sad,a,3,1,442.81635669991374,443.1157813600497,443.35056409984827,443.3766227599466,443.3772799000144,443.4122703599045,443.41203699982725,445.00461015987673,None,0,443.41203699982725,445.00461015987673,445.0080111999996,446.9158143598819,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9.0,f,021_o_f_n_a.jpg,neutral,s,17,1,446.9173930999823,447.2159115599701,447.42485119984485,447.5958979599876,447.60041059996,447.6412775600096,447.64642030000687,448.4169713598443,s,1,447.64642030000687,448.4169713598443,448.42521989997476,449.70760685994753,0.7629110000561923,762.9110000561923,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,449.7122804999817,450.00761246003674,450.20542420004494,450.23110845985354,450.2312554998789,450.266977659869,450.26836399990134,451.16325106003785,d,1,450.26836399990134,451.16325106003785,451.16774920001626,452.5242499599466,0.8848985000513494,884.8985000513494,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12.0,f,040_y_f_n_a.jpg,neutral,s,3,1,452.5272869998589,452.8242872599279,453.0393824998755,453.06510195995213,453.068176999921,453.1082149599446,453.11339619988576,454.82421685985753,None,0,453.11339619988576,454.82421685985753,454.8279591000173,456.49120135998817,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,456.4967723998707,456.79122505986595,456.8171957000159,456.84009436003396,456.8408420998603,456.8755914598936,456.87538119987585,458.5057695598574,None,0,456.87538119987585,458.5057695598574,458.51086040004157,460.29949555986093,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4.0,m,016_y_m_n_a.jpg,neutral,s,17,1,460.3048451000359,460.5994929598877,460.8426550999284,461.0078885599272,461.0129329999909,461.0521310600219,461.055730199907,461.696582359937,s,1,461.055730199907,461.696582359937,461.7083580000326,463.2662602599943,0.6339782001450658,633.9782001450658,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,463.2700426999945,463.56622375987934,463.7631442998536,463.92593485999384,463.93052689987235,463.97148895983116,463.97681410005316,464.5153256598627,a,1,463.97681410005316,464.5153256598627,464.5269094998948,465.84125935982445,0.5285883999895304,528.5883999895304,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,465.84433089988306,466.14125635984817,466.3680559999775,466.5251197600504,466.5283315998968,466.56882686002643,466.5738446000032,467.1041564598912,d,1,466.5738446000032,467.1041564598912,467.10695489984937,468.78303405989425,0.5235043000429869,523.5043000429869,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,468.7872027999256,469.08300425994673,469.3173587999772,469.47400626002343,469.4787397000473,469.5191874599317,469.5245254000183,470.0208766599884,a,1,469.5245254000183,470.0208766599884,470.02766190003604,471.27479726003946,0.4847953000571579,484.7953000571579,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,11.0,f,030_o_f_s_a.jpg,sad,a,17,1,471.2786387000233,471.57474316002333,471.77966520003974,471.9428515599342,471.9476300999522,471.98838765986727,471.99340129992925,472.71873496004844,a,1,471.99340129992925,472.71873496004844,472.72686020005494,474.6999181599589,0.7118873000144958,711.8873000144958,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,4.0,m,016_y_m_h_a.jpg,happy,d,17,1,474.7056715998333,474.999809559877,475.0168204999063,475.1515236599138,475.15493649989367,475.1926047599176,475.1951108998619,475.76498326004946,d,1,475.1951108998619,475.76498326004946,475.7740878998302,476.9832837600028,0.5583232999779284,558.3232999779284,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,476.98897289996967,477.28323095988014,477.5010710998904,477.66464325992854,477.66922449995764,477.71029636005403,477.71559859998524,478.28393866003023,s,1,477.71559859998524,478.28393866003023,478.2942619000096,479.841722159856,0.5580319000873715,558.0319000873715,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,479.8473268998787,480.1416646600468,480.33245459990576,480.4928381598787,480.4968009998556,480.5375872598728,480.541912100045,481.01909645993726,d,1,480.541912100045,481.01909645993726,481.03046979987994,482.2584300599759,0.4675610000267625,467.5610000267625,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1.0,m,004_o_m_s_a.jpg,sad,a,17,1,482.2640857999213,482.55833986003415,482.58227709983476,482.7183199599152,482.7220165999606,482.7595099599333,482.76247529988177,483.644726859848,a,1,482.76247529988177,483.644726859848,483.6494604998734,484.8583820599364,0.8708043999504298,870.8043999504298,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,484.862598199863,485.15830905989276,485.3851971998811,485.54885385998057,485.55237179994583,485.5925187598681,485.59765379992314,486.2189701599767,s,1,485.59765379992314,486.2189701599767,486.2302494000178,487.724985860032,0.6039658999070525,603.9658999070525,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10.0,f,028_y_f_s_a.jpg,sad,a,17,1,487.7292960998602,488.02499805993864,488.0429909999948,488.1767359599238,488.17949949996546,488.2180150600383,488.22173939994536,489.04027965988496,a,1,488.22173939994536,489.04027965988496,489.0477103998419,490.72514785986857,0.8116725999861956,811.6725999861956,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,490.7293153000064,491.0251518599456,491.43750809994526,491.59068145996423,491.59086070000194,491.6271924599772,491.6270141999703,492.09928375992456,d,1,491.6270141999703,492.09928375992456,492.10617160005495,493.36692965982945,0.4624201999977231,462.4201999977231,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7.0,f,012_o_f_n_a.jpg,neutral,s,17,1,493.3708812999539,493.66686106005216,493.88252769992687,494.0540257598972,494.05752280005254,494.0987033599289,494.1035129998345,494.63207476001696,s,1,494.1035129998345,494.63207476001696,494.63829939998686,496.2503880599746,0.5218409998342395,521.8409998342395,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,496.2560618999414,496.5503463600529,496.79558150004596,496.95192806001285,496.9565574999433,496.9936422598315,496.998041999992,497.48192686003165,a,1,496.998041999992,497.48192686003165,497.48978369985707,498.76712006002197,0.4754778000060469,475.4778000060469,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,498.77248289994895,499.06701645997816,499.27008989988826,499.4376661600312,499.44106559990905,499.48140706003176,499.48656239989214,499.89981485994065,d,1,499.48656239989214,499.89981485994065,499.90797679987736,500.9670737599721,0.4028163000475615,402.8163000475615,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,500.97024089982733,501.2670815598452,501.50258970004506,501.66622425985986,501.6710689999163,501.7112736599287,501.71632639993913,502.23813985984305,d,1,501.71632639993913,502.23813985984305,502.24382360000163,503.9587261599721,0.5089755998924375,508.97559989243746,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2.0,m,008_y_m_s_a.jpg,sad,a,17,1,503.9627956999466,504.258724760008,504.4881963999942,504.6407883600099,504.6438964998815,504.68120295994447,504.68444039998576,505.2107820599107,a,1,504.68444039998576,505.2107820599107,505.21823549992405,506.45049335991496,0.5169212999753654,516.9212999753654,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,506.45470230001956,506.75049535997675,506.97908489988185,507.13590036004314,507.1407627000008,507.1816054598661,507.1866275998764,507.7060755600454,s,1,507.1866275998764,507.7060755600454,507.7168753000442,509.3339148598956,0.5028323999140412,502.83239991404116,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,509.3390187998302,509.6338590599829,509.8246394000016,509.9827256598277,509.98726899991743,510.0272143599344,510.03242179984227,510.5999790599802,s,1,510.03242179984227,510.5999790599802,510.611289100023,512.1671862599673,0.5531099999789149,553.1099999789149,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,0,0,0,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,6.0,m,033_o_m_n_a.jpg,neutral,s,17,1,512.1700428000186,512.4673838598886,512.6724463999271,512.8298260599607,512.8327309000306,512.869782960019,512.8729134998284,513.263010960049,s,1,512.8729134998284,513.263010960049,513.2722670000512,514.6590366598451,0.37651539989747107,376.51539989747107,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.7504427998792,518.4875347600085,space,3.7230881000868976,3723.0881000868976,514.7504427998792,518.4875347600085,0,1.0,m,004_o_m_s_a.jpg,sad,a,17,2,518.4949594999198,518.7840765600325,518.8082007998601,518.9440012599574,518.9458577998448,518.9852015599375,518.9881438000593,520.5079734599916,None,0,518.9881438000593,520.5079734599916,520.5091013000347,521.9674849598435,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,521.9726442999672,522.2674882600317,522.7382922999095,522.8962582598673,522.9010604999494,522.9407929598586,522.9457095998805,523.4252374600386,s,1,522.9457095998805,523.4252374600386,523.4367142999545,525.2593362598913,0.4717558999545872,471.7558999545872,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.0,f,030_o_f_s_a.jpg,sad,a,2,2,525.2646403999534,525.5592598600546,525.7710005999543,525.7887937598629,525.7920466000214,525.8321709600044,525.8371985000558,526.8956332599977,s,0,525.8371985000558,526.8956332599977,526.9065634000581,528.0342532598646,1.0444031998049468,1044.4031998049468,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.0,f,028_y_f_s_a.jpg,sad,a,2,2,528.0383035999257,528.3342636599904,528.3564563000109,528.3713622600538,528.3713978000451,528.4105159600498,528.4104177998379,529.9922120598843,None,0,528.4104177998379,529.9922120598843,529.9933743998408,531.084313160018,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.0,m,033_o_m_n_a.jpg,neutral,s,17,2,531.0872430999298,531.3843096599215,531.5926687000319,531.7509167599259,531.7522874998394,531.7895997599466,531.791301399935,532.1379008600255,s,1,531.791301399935,532.1379008600255,532.1434458999429,534.0677401600173,0.33849800005555153,338.49800005555153,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,m,004_o_m_n_a.jpg,neutral,s,17,2,534.0720023999456,534.3677416599588,534.5697375000454,534.729221659922,534.7339027000125,534.7748120599193,534.7796590998769,535.1451393598458,s,1,534.7796590998769,535.1451393598458,535.156766399974,536.5845864598872,0.3577868000138551,357.7868000138551,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,536.5899753000122,536.8844253599876,536.9101960000116,537.0444452599389,537.0476118999068,537.0856475599343,537.0892576000188,537.8342045598896,a,1,537.0892576000188,537.8342045598896,537.8434939999133,539.3595581599278,0.7282994000706822,728.2994000706822,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,539.3655923998449,539.6595664599212,539.8841637999285,540.04726245997,540.0516518000513,540.0923945598537,540.0974550000392,540.6967494599288,s,1,540.0974550000392,540.6967494599288,540.7091381999198,541.9180322598899,0.5841022001113743,584.1022001113743,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.0,f,021_o_f_s_a.jpg,sad,a,2,2,541.9234992000274,542.2178914600285,542.2374396999367,542.2536474598804,542.2552342999261,542.2923598598921,542.29402689985,543.9230332600185,None,0,542.29402689985,543.9230332600185,543.9278350998648,545.0763672599336,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,m,016_y_m_s_a.jpg,sad,a,2,2,545.0802229999099,545.3763214598642,545.3996083999518,545.4145783600164,545.4149118999485,545.4524678599322,545.4520928999409,547.0519987598294,None,0,545.4520928999409,547.0519987598294,547.0569257999305,548.5263841598993,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7.0,f,012_o_f_n_a.jpg,neutral,s,17,2,548.5305763999932,548.8264048599871,549.1296506000217,549.293302959972,549.2969501998741,549.3368636599974,549.340808399953,549.890694459877,s,1,549.340808399953,549.890694459877,549.9020697998349,551.2514419599669,0.5327220999170095,532.7220999170095,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,m,008_y_m_n_a.jpg,neutral,s,2,2,551.2556045998354,551.5515170600032,551.7955308998935,551.8125777598237,551.8127651000395,551.8489702599821,551.8505178999621,553.407557659992,None,0,551.8505178999621,553.407557659992,553.411738499999,554.9349249598803,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,m,004_o_m_s_a.jpg,sad,a,17,2,554.9402944999747,555.2348999599693,555.2507479998749,555.3865706599084,555.3903107999358,555.4296919598477,555.433148900047,555.939321359829,a,1,555.433148900047,555.939321359829,555.9502077000216,557.9432544598588,0.496318900026381,496.318900026381,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,557.9472391000018,558.2433223598404,558.2685799999163,558.403366859979,558.4054862998892,558.4445532599697,558.4463255999144,559.2393439600477,d,1,558.4463255999144,559.2393439600477,559.2460314000491,560.7767160599818,0.7790773001033813,779.0773001033813,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3.0,m,013_y_m_h_a.jpg,happy,d,17,2,560.7804832998663,561.0766331599792,561.3233953998424,561.4793597599258,561.4841225999407,561.5249480600236,561.5298977999482,562.2102395598544,d,1,561.5298977999482,562.2102395598544,562.2136649000458,563.534946559905,0.6715609000530094,671.5609000530094,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11.0,f,030_o_f_n_a.jpg,neutral,s,2,2,563.5379160998855,563.8349343598587,564.0369903999381,564.054376059887,564.0551783000119,564.0897380599985,564.0900677999016,565.7371552600292,None,0,564.0900677999016,565.7371552600292,565.7419350999407,567.5351304600248,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3.0,m,013_y_m_n_a.jpg,neutral,s,17,2,567.5387490999419,567.8350914600072,568.0737808998674,568.2288617598591,568.2334338999353,568.2741983600193,568.2793850000016,568.7367033599643,s,1,568.2793850000016,568.7367033599643,568.7474048999138,570.7269711598987,0.4423274998553097,442.3274998553097,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9.0,f,021_o_f_h_a.jpg,happy,d,2,2,570.732590300031,571.0268923600437,571.2387345999014,571.2562152598751,571.2566160999704,571.2924996600253,571.2927457999904,573.0140790599165,None,0,571.2927457999904,573.0140790599165,573.0199939999729,574.2768851599889,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3.0,m,013_y_m_s_a.jpg,sad,a,2,2,574.2798207998276,574.5770435598446,574.5989552999381,574.6141844598809,574.6152989000548,574.6531703599961,574.6544443999883,576.2703040600521,None,0,574.6544443999883,576.2703040600521,576.2749200998805,578.1103451598668,,,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10.0,f,028_y_f_h_a.jpg,happy,d,2,2,578.1132127998862,578.4102481598733,578.4253938000184,578.4402891599806,578.4406016999856,578.4782461598282,578.4800400999375,579.4924045598367,d,1,578.4800400999375,579.4924045598367,579.5031568999402,580.7105268598301,1.0014498999807984,1001.4498999807984,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.0,m,016_y_m_h_a.jpg,happy,d,17,2,580.7160773999058,581.010446859966,581.0346260999795,581.1703340599546,581.1732403999195,581.2116805598838,581.2145398999564,581.6422210598597,d,1,581.2145398999564,581.6422210598597,581.6469723000191,583.0104403600329,0.41879260004498065,418.79260004498065,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6.0,m,033_o_m_h_a.jpg,happy,d,17,2,583.0147714000195,583.3104516600491,583.3330423999578,583.4707607598742,583.4753680999856,583.5157660599565,583.5210257999133,583.8967480598716,d,1,583.5210257999133,583.8967480598716,583.9083277999889,585.2606424598256,0.36848510010167956,368.48510010167956,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5.0,m,027_o_m_s_a.jpg,sad,a,17,2,585.2659155998845,585.5605252599111,585.5757985999808,585.7121560598956,585.715027499944,585.7533647599397,585.7568902999628,586.7544698598562,a,1,585.7568902999628,586.7544698598562,586.7643873998895,588.7189112598775,0.9807959999889135,980.7959999889135,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
,,,,1,0,1,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,10.0,f,028_y_f_n_a.jpg,neutral,s,2,2,588.7230759998783,589.018906259886,589.2303283000365,589.2471669600112,589.2486902999226,589.2883879600325,589.2923602999654,590.7034404598875,s,1,589.2923602999654,590.7034404598875,590.7085191998631,591.7355457599973,1.397053400054574,1397.053400054574,EMOCONPILOT014,2021_Jan_13_1630,EmoCon_Pilot_120Hz,2020.2.4,119.98061120907352,
