trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,53,0,53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,4.0,m,016_y_m_n_a.jpg,neutral,s,1,3,975.3391261000652,975.6392858200707,976.2722724000923,976.2805717200972,976.2775317000924,976.3140221200883,976.3140994000714,977.0056108200224,s,1,976.3140994000714,977.0056108200224,977.005779500003,978.3726042200578,0.6774588000262156,677.4588000262156,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,54,0,54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,978.3731059000129,978.6726851200219,978.7202491000062,978.8559073200449,978.8561109000584,978.8977600201033,978.8991485000588,979.2556129200384,a,1,978.8991485000588,979.2556129200384,979.2641806000611,980.805970920017,0.34059160004835576,340.59160004835576,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,55,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,2.0,m,008_y_m_h_a.jpg,happy,d,1,3,980.8061462000478,981.10587872006,981.1176131000975,981.1259124201024,981.1242281000596,981.164080120041,981.1641600000439,982.2142055199947,s,0,981.1641600000439,982.2142055199947,982.2151149000274,983.6890707201092,1.035688600037247,1035.688600037247,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,56,0,56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,9.0,f,021_o_f_s_a.jpg,sad,a,1,3,983.6890286999987,983.9892471201019,983.9974144001026,984.0057137201075,984.0042032999918,984.0391081200214,984.0391943000723,984.955519320094,s,0,984.0391943000723,984.955519320094,984.956768300035,986.4891581200063,0.904541099909693,904.541099909693,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,57,0,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,7.0,f,012_o_f_n_a.jpg,neutral,s,1,3,986.4897178000538,986.7892605200177,987.3992236000486,987.4075229200535,987.4054925000528,987.4485915200785,987.4509924000595,988.1391878200229,s,1,987.4509924000595,988.1391878200229,988.1389317000285,989.8474392200587,0.6767657999880612,676.7657999880612,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,58,0,58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,989.8473476000363,990.1475108200684,990.2829123000847,990.4226680200081,990.4225093000568,990.4643239200814,990.4646828999976,990.805875720107,d,1,990.4646828999976,990.805875720107,990.8067198999925,992.0556676200358,0.32693209999706596,326.93209999706596,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,59,0,59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,8.0,f,019_m_f_h_a.jpg,happy,d,1,3,992.0556245000334,992.3560001200531,992.404690299998,992.4129896200029,992.4105675000465,992.4473245200934,992.4472311000573,993.2472414200893,s,0,992.4472311000573,993.2472414200893,993.2479875000427,994.5058749200543,0.7844720999710262,784.4720999710262,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,60,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,994.5141984000802,994.8057304200483,994.8407257000217,994.9808778200531,994.9808107001008,995.0225958200172,995.0224040000467,996.4722281200811,a,1,995.0224040000467,996.4722281200811,996.4732642000308,997.5558432200924,1.441441500093788,1441.441500093788,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,61,0,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,997.5565463000676,997.8560292200418,998.4583808000898,998.5979438200593,998.5991046000272,998.6394173200242,998.6423047001008,999.0224477200536,d,1,998.6423047001008,999.0224477200536,999.0307858000742,1000.3226464200998,0.3651687999954447,365.1687999954447,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,62,0,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,3.0,m,013_y_m_h_a.jpg,happy,d,1,3,1000.3236981000518,1000.6226495200535,1000.7899783999892,1000.7982777199941,1000.7951878000749,1000.8306584201055,1000.8306980000343,1001.3475125200348,s,0,1000.8306980000343,1001.3475125200348,1001.3487690000329,1003.105974920094,0.5050596999935806,505.0596999935806,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,63,0,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,12.0,f,040_y_f_n_a.jpg,neutral,s,1,3,1003.1072458000854,1003.4058420200599,1003.5539572000271,1003.562256520032,1003.559376600082,1003.5973410200095,1003.5974012000952,1004.1641306200763,s,1,1003.5974012000952,1004.1641306200763,1004.164612499997,1006.1225583200576,0.5540320000145584,554.0320000145584,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,64,0,64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,1006.1230494000483,1006.4227768200217,1006.474271700019,1006.613976320019,1006.6141693000682,1006.6556705200346,1006.6557325000176,1006.9890543200308,d,1,1006.6557325000176,1006.9890543200308,1006.9896235000342,1008.7141523200553,0.31987310003023595,319.87310003023595,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,65,0,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,1008.7226766000967,1009.0140978200361,1009.0397089000326,1009.0480082200374,1009.0455420000944,1009.0806652200408,1009.0807062000968,1009.7555271200836,s,0,1009.0807062000968,1009.7555271200836,1009.7566831000149,1010.8559527200414,0.662781999912113,662.781999912113,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,66,0,66,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,6.0,m,033_o_m_s_a.jpg,sad,a,1,3,1010.8559712000424,1011.1557036200538,1011.1906639999943,1011.1989633199992,1011.1971892000875,1011.2389864200959,1011.2388876000186,1011.8390447200509,s,0,1011.2388876000186,1011.8390447200509,1011.8404687000439,1013.5889641200192,0.5925730000017211,592.5730000017211,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,67,0,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,8.0,f,019_m_f_s_a.jpg,sad,a,17,3,1013.589008500101,1013.8891441200394,1014.5166092000436,1014.6558723200578,1014.6559451000066,1014.6976564200595,1014.7059008000651,1015.1389362200862,a,1,1014.7059008000651,1015.1389362200862,1015.1472981000552,1016.8310203200672,0.42175969993695617,421.75969993695617,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,68,0,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,1016.8323063000571,1017.1309129199944,1017.2632774000522,1017.271576720057,1017.2684591000434,1017.3056804200169,1017.3056754000718,1017.8888259200612,s,1,1017.3056754000718,1017.8888259200612,1017.8895522000967,1019.2808418200584,0.5739590999437496,573.9590999437496,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,69,0,69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,3.0,m,013_y_m_n_a.jpg,neutral,s,17,3,1019.2813714999938,1019.5809591200668,1019.7488583000377,1019.8808129200479,1019.8809221000411,1019.9223642200232,1019.9222288000165,1020.430504720076,s,1,1019.9222288000165,1020.430504720076,1020.4305525000673,1021.4393432200886,0.5013065000530332,501.30650005303323,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,70,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,1021.4410323000047,1021.7391912200255,1021.8797716000117,1022.013998920098,1022.014167400077,1022.0558318200056,1022.0558264000574,1023.5221703200368,d,1,1022.0558264000574,1023.5221703200368,1023.5236536000157,1025.1561125200242,1.4558760999934748,1455.8760999934748,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,71,0,71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,4.0,m,016_y_m_n_a.jpg,neutral,s,17,3,1025.1573015000904,1025.4558415201027,1025.623414300033,1025.7556753200479,1025.7558184000663,1025.7973123200936,1025.7973889000714,1026.2473901200574,s,1,1025.7973889000714,1026.2473901200574,1026.2473469000543,1027.9809143200982,0.44202930002938956,442.02930002938956,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,72,0,72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,5.0,m,027_o_m_s_a.jpg,sad,a,17,3,1027.9815778000047,1028.280958020012,1028.328074600082,1028.4640796200838,1028.4640599000268,1028.505732420017,1028.5079452000791,1028.8972301200265,a,1,1028.5079452000791,1028.8972301200265,1028.9002567999996,1030.522581820027,0.3796307999873534,379.6307999873534,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,73,0,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,2.0,m,008_y_m_n_a.jpg,neutral,s,17,3,1030.5222216000548,1030.8225569200004,1031.4506640000036,1031.589399120072,1031.5977350000758,1031.6310503201094,1031.632213300094,1032.2472272200976,s,1,1031.632213300094,1032.2472272200976,1032.2475416000234,1033.447593620047,0.6073545999825001,607.3545999825001,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,74,0,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,8.0,f,019_m_f_h_a.jpg,happy,d,17,3,1033.4483721000142,1033.7472965200432,1033.790504100034,1033.930847820011,1033.9306892000604,1033.9724194200244,1033.9722282000585,1034.3474875200773,d,1,1033.9722282000585,1034.3474875200773,1034.3487350000069,1035.9143399200402,0.3633034999947995,363.3034999947995,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,75,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,1035.9163513000822,1036.214273420046,1036.8367227000417,1036.8450220200466,1036.841904800036,1036.8805285200942,1036.8805441000732,1038.0223599200835,d,0,1036.8805441000732,1038.0223599200835,1038.0230837001,1039.9554949200246,1.1351299999514595,1135.1299999514595,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,76,0,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,12.0,f,040_y_f_h_a.jpg,happy,d,17,3,1039.9555177000584,1040.2559233200736,1040.302932600025,1040.439110520063,1040.4392332000425,1040.4808166200528,1040.4813734000782,1040.8722188200336,d,1,1040.4813734000782,1040.8722188200336,1040.8751749000512,1041.8890589200892,0.3822312999982387,382.2312999982387,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,77,0,77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,3.0,m,013_y_m_h_a.jpg,happy,d,17,3,1041.8892251000507,1042.1893454201054,1042.819877400063,1042.9561387200374,1042.9570878000231,1042.9978878200054,1043.0013966000406,1043.3221266200999,d,1,1043.0013966000406,1043.3221266200999,1043.3231159000425,1044.8973188200034,0.31013989995699376,310.13989995699376,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,78,0,78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,8.0,f,019_m_f_s_a.jpg,sad,a,17,3,1044.8973947000923,1045.197709619999,1045.373715499998,1045.5058085200144,1045.50577300007,1045.5473380200565,1045.5475133000873,1045.9219726200681,a,1,1045.5475133000873,1045.9219726200681,1045.930318000028,1047.9141332200961,0.3641112999757752,364.1112999757752,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,79,0,79,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1047.9155272000935,1048.2142943200888,1048.2594996000407,1048.2677989200456,1048.2663000000175,1048.3056383200455,1048.305651600007,1049.5224378200946,a,0,1048.305651600007,1049.5224378200946,1049.523651800002,1050.7559726200998,1.2059649000875652,1205.9649000875652,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,80,0,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,4.0,m,016_y_m_s_a.jpg,sad,a,17,3,1050.757079700008,1051.0560069200583,1051.095091800089,1051.230905220029,1051.230890900013,1051.2727337200195,1051.274002399994,1051.7390988200204,a,1,1051.274002399994,1051.7390988200204,1051.7388935000636,1053.6723898201017,0.45354729995597154,453.54729995597154,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,81,0,81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2.0,m,008_y_m_h_a.jpg,happy,d,17,3,1053.6723276000703,1053.9727749200538,1054.0163301000139,1054.1555975200608,1054.155611300026,1054.197439020034,1054.1973664000398,1054.5722718200414,d,1,1054.1973664000398,1054.5722718200414,1054.5729020000435,1056.1892258200096,0.3622407999355346,362.2407999355346,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,82,0,82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,1.0,m,004_o_m_n_a.jpg,neutral,s,1,3,1056.1907243999885,1056.4892465200974,1057.0907067999942,1057.099006119999,1057.097282600007,1057.138919320074,1057.138957999996,1058.3721454200568,s,1,1057.138957999996,1058.3721454200568,1058.3737068000482,1059.7890990200685,1.2205306000541896,1220.5306000541896,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,83,0,83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,7.0,f,012_o_f_h_a.jpg,happy,d,1,3,1059.7890195000218,1060.0887270200765,1060.1225188000826,1060.1308181200875,1060.1281812000088,1060.1636535200523,1060.1636788999895,1060.9554170200136,s,0,1060.1636788999895,1060.9554170200136,1060.956951500033,1062.2557977200486,0.7799799999920651,779.9799999920651,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,84,0,84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,9.0,f,021_o_f_h_a.jpg,happy,d,17,3,1062.2641163000371,1062.5557878200198,1063.1638650000095,1063.2976993200136,1063.2983182000462,1063.3392669199966,1063.3411755000707,1063.6640317200217,d,1,1063.3411755000707,1063.6640317200217,1063.665586700081,1065.1389008200495,0.3144682999700308,314.4682999700308,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,85,0,85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,1065.1389602000127,1065.4391839200398,1065.4854852000717,1065.4937845200766,1065.4909308000933,1065.530435020104,1065.530619300087,1066.805668820045,d,1,1065.530619300087,1066.805668820045,1066.8062171000056,1068.539071920095,1.261005699983798,1261.005699983798,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,86,0,86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,4.0,m,016_y_m_s_a.jpg,sad,a,1,3,1068.5391419000225,1068.8391717200866,1068.8505231000017,1068.8588224200066,1068.857788000023,1068.8973624201026,1068.8974020000314,1070.1637974201003,d,0,1068.8974020000314,1070.1637974201003,1070.165341300075,1071.5806465200149,1.2544374000281096,1254.4374000281096,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,87,0,87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,1071.5812545000808,1071.880653619999,1071.8903333999915,1072.0308941201074,1072.0308284000494,1072.0725436200155,1072.0729360000696,1072.7140374199953,s,0,1072.0729360000696,1072.7140374199953,1072.715916700079,1074.1556901200674,0.6306433000136167,630.6433000136167,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,12.0,f,040_y_f_s_a.jpg,sad,a,1,3,1074.1557132001035,1074.4558310200227,1074.4665351000149,1074.4748344200198,1074.4740883000195,1074.5138428200735,1074.5140164000914,1075.572089220048,s,0,1074.5140164000914,1075.572089220048,1075.5721295000985,1077.205452920054,1.0455207999330014,1045.5207999330014,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,3.0,m,013_y_m_s_a.jpg,sad,a,1,3,1077.2057253000094,1077.5056204200955,1077.514401499997,1077.5227008200018,1077.5200864000944,1077.555614620098,1077.5556824000087,1078.1723193200305,s,0,1077.5556824000087,1078.1723193200305,1078.1728571000276,1080.0388992200606,0.6038395999930799,603.8395999930799,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2.0,m,008_y_m_s_a.jpg,sad,a,1,3,1080.0390379000455,1080.339040020015,1080.962375300005,1080.97067462001,1080.9677534000948,1081.005574220093,1081.0054203000618,1082.0055105200736,s,0,1081.0054203000618,1082.0055105200736,1082.00618450006,1083.946954920073,0.9864053999772295,986.4053999772295,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,7.0,f,012_o_f_s_a.jpg,sad,a,17,3,1083.9473044000333,1084.2472562200855,1084.2904374999925,1084.4309799200855,1084.431674499996,1084.4726358200423,1084.4730160000036,1084.8888566200621,a,1,1084.4730160000036,1084.8888566200621,1084.889958600048,1086.5725408199942,0.40664059994742274,406.64059994742274,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,7.0,f,012_o_f_h_a.jpg,happy,d,17,3,1086.5726836000104,1086.8725732200546,1086.8843263000017,1087.0222513200715,1087.0223302000668,1087.0638225200819,1087.063986800029,1087.472229820094,d,1,1087.063986800029,1087.472229820094,1087.4746565000387,1088.7975425201003,0.3997541000135243,399.7541000135243,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,10.0,f,028_y_f_n_a.jpg,neutral,s,1,3,1088.7988629000029,1089.0973821200896,1089.7014533000765,1089.7097526200814,1089.707482400001,1089.747219920042,1089.7472866000608,1090.4389341200003,s,1,1089.7472866000608,1090.4389341200003,1090.4397363000317,1092.197550920071,0.6841504999902099,684.1504999902099,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,9.0,f,021_o_f_n_a.jpg,neutral,s,17,3,1092.1986461000051,1092.4975066200132,1092.6445689999964,1092.7808333199937,1092.7808194000972,1092.822345320019,1092.8228871000465,1093.2473084200174,s,1,1092.8228871000465,1093.2473084200174,1093.2478719000937,1094.2975287199952,0.41653909999877214,416.53909999877214,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,1094.297530400101,1094.597505020094,1094.6441970000742,1094.7807202200638,1094.7806917000562,1094.8223348200554,1094.8222281000344,1096.3222160200821,None,0,1094.8222281000344,1096.3222160200821,1096.3223184000235,1097.730619220063,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,1097.730826599989,1098.0305122201098,1098.0629632000346,1098.1972609200748,1098.1973916999996,1098.2389400200918,1098.2389689000556,1098.655462820083,a,1,1098.2389689000556,1098.655462820083,1098.6555292000994,1100.005712220096,0.4086604000767693,408.6604000767693,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,7.0,f,012_o_f_n_a.jpg,neutral,s,17,3,1100.0055510000093,1100.3057962200837,1100.91243580007,1101.047388420091,1101.0472524000797,1101.0890717200236,1101.0888739000075,1101.6388824200258,s,1,1101.0888739000075,1101.6388824200258,1101.641077700071,1103.1559671200812,0.5426296000368893,542.6296000368893,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,2,0,2,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4.0,m,016_y_m_h_a.jpg,happy,d,1,3,1103.1569474000717,1103.4553333200747,1103.4932049000636,1103.5015042200685,1103.49933650007,1103.5386398200644,1103.5386345000006,1105.0388054200448,None,0,1103.5386345000006,1105.0388054200448,1105.0388023999985,1106.8974175200565,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
