trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.rt,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,key_resp_study.rt,key_resp_study.rt in ms,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,88,0,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,5.0,m,027_o_m_s_a.jpg,sad,a,3,1,311.2239189000102,311.52356712007895,311.57257110008504,311.58997152000666,311.5898603000678,311.6314905200852,311.63175290008076,312.590128520038,a,1,311.63175290008076,312.590128520038,312.59056879999116,314.298504620092,0.9443781999871135,944.3781999871135,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,89,0,89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,5.0,m,027_o_m_s_a.jpg,sad,a,17,1,314.2983583000023,314.59850412001833,314.6334567000158,314.77336942008696,314.77342260000296,314.81522722006775,314.81518000003416,315.523463520105,a,1,314.81518000003416,315.523463520105,315.52474520006217,317.0486414200859,0.6967751999618486,696.7751999618486,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,90,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,317.04892940004356,317.34865982003976,317.38991680007894,317.4064887200948,317.4066660000244,317.4482659200439,317.44818790000863,318.7151347200852,d,0,317.44818790000863,318.7151347200852,318.71622960001696,320.28161172010005,1.2559375000419095,1255.9375000419095,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,91,0,91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,3.0,m,013_y_m_n_a.jpg,neutral,s,17,1,320.2818366000429,320.58184832008556,321.2134272000985,321.34861822007224,321.3483266000403,321.3900984200882,321.3908675001003,321.8897728200536,s,1,321.3908675001003,321.8897728200536,321.89076950005256,323.64847602008376,0.4892083000158891,489.2083000158891,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,92,0,92,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,323.64956900000107,323.9485495201079,323.9964040000923,324.01494302006904,324.01500470004976,324.05667472002096,324.0567372000078,324.8400064200396,d,0,324.0567372000078,324.8400064200396,324.8407231000019,326.58183872001246,0.7755081000505015,775.5081000505015,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,93,0,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,6.0,m,033_o_m_s_a.jpg,sad,a,17,1,326.58240630000364,326.8819182200823,326.9199341000058,327.0566245201044,327.0567716000369,327.0984569200082,327.09841140010394,327.60676132002845,s,0,327.09841140010394,327.60676132002845,327.607857300085,329.2234233201016,0.49372600007336587,493.72600007336587,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,94,0,94,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,329.22349390003365,329.523020020104,330.1441271000076,330.16495402005967,330.1649812000105,330.206687220023,330.20675610005856,331.7066671201028,None,0,330.20675610005856,331.7066671201028,331.70669480005745,333.14846342010424,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,95,0,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,8.0,f,019_m_f_s_a.jpg,sad,a,17,1,333.1566831000382,333.44845762010664,333.6207798999967,333.75665862008464,333.75686260010116,333.7985258200206,333.7983436000068,334.2981772200437,a,1,333.7983436000068,334.2981772200437,334.2995617000852,336.0734352200525,0.4897447000257671,489.7447000257671,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,96,0,96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,9.0,f,021_o_f_n_a.jpg,neutral,s,3,1,336.07352340000216,336.3734232200077,336.5246271000942,336.5399094200693,336.5398693000898,336.5816055200994,336.5816874000011,337.84000522003043,d,0,336.5816874000011,337.84000522003043,337.842080200091,339.45668452000245,1.250395700102672,1250.395700102672,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,97,0,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,11.0,f,030_o_f_h_a.jpg,happy,d,17,1,339.45676229998935,339.75682342005894,339.8978887000121,340.03189962008037,340.0317129000323,340.07357322005555,340.08192510006484,340.4405487200711,d,1,340.08192510006484,340.4405487200711,340.4497419000836,342.43183472007513,0.35008460003882647,350.08460003882647,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,98,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12.0,f,040_y_f_n_a.jpg,neutral,s,17,1,342.44031400000677,342.7316973200068,342.8886513999896,343.02352652000263,343.0235449000029,343.0653557199985,343.0666798000457,343.6149903200567,s,1,343.0666798000457,343.6149903200567,343.6156439000042,345.02339712006506,0.5334134000586346,533.4134000586346,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,99,0,99,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,12.0,f,040_y_f_s_a.jpg,sad,a,3,1,345.0240046000108,345.32342732010875,345.36880370008294,345.38986352004576,345.38979750010185,345.4316531200893,345.4317197999917,346.13129122008104,a,1,345.4317197999917,346.13129122008104,346.1313194000395,347.5983314201003,0.6881137999007478,688.1137999007478,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4.0,m,016_y_m_n_a.jpg,neutral,s,3,1,347.59818570001516,347.8981947200373,348.53385920007713,348.55661392002366,348.55662190006115,348.59838352003135,348.59818080009427,349.81511702004354,a,0,348.59818080009427,349.81511702004354,349.81552649999503,350.9647634200519,1.2019474999979138,1201.9474999979138,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,101,0,101,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,350.96496500005014,351.2651314201066,351.4055028000148,351.42323592002504,351.42327170004137,351.46499462006614,351.46505630004685,352.32328862010036,a,1,351.46505630004685,352.32328862010036,352.331678400049,353.65683132002596,0.8469977000495419,846.9977000495419,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,102,0,102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,3.0,m,013_y_m_h_a.jpg,happy,d,17,1,353.6651786000002,353.9566559200175,354.1140918000601,354.24842482001986,354.2482776000397,354.2901369200554,354.290112500079,354.6565844200086,d,1,354.290112500079,354.6565844200086,354.6573364000069,356.47349422005937,0.35809080000035465,358.09080000035465,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,103,0,103,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,356.47331180004403,356.77348742005415,356.9422417000169,356.9649147200398,356.964836500003,357.0064938199939,357.0066870000446,358.1315081201028,s,0,357.0066870000446,358.1315081201028,358.1325818999903,359.2149843201041,1.1133304999675602,1113.3304999675602,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,104,0,104,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,11.0,f,030_o_f_s_a.jpg,sad,a,3,1,359.215140699991,359.5151144200936,359.6545165000716,359.6732419200707,359.673287200043,359.7147584200138,359.7147974000545,361.03997422009706,a,1,359.7147974000545,361.03997422009706,361.0408643000992,362.3317470200127,1.3173602999886498,1317.3602999886498,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,105,0,105,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,4.0,m,016_y_m_h_a.jpg,happy,d,3,1,362.331576500088,362.631757020019,362.6684911000775,362.68976102001034,362.68992910010274,362.7315948200412,362.7317456000019,363.8981326200301,d,1,362.7317456000019,363.8981326200301,363.8997304000659,365.5065722200088,1.1562689000274986,1156.2689000274986,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,106,0,106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,365.5067681000801,365.8066485200543,366.4039413999999,366.42323952005245,366.42326810001396,366.4649657200789,366.4650238000322,367.9649548199959,None,0,366.4650238000322,367.9649548199959,367.96494430000894,369.11516842001583,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,107,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,369.1156952000456,369.4147472199984,369.54161630000453,369.5577755200211,369.55643460003193,369.59831502009183,369.59831979998853,370.41497352009173,s,0,369.59831979998853,370.41497352009173,370.4231505000498,371.83162291999906,0.8018096999730915,801.8096999730915,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,108,0,108,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,1.0,m,004_o_m_s_a.jpg,sad,a,3,1,371.83169900008943,372.1317839201074,372.177565400023,372.19807392009534,372.1982517000288,372.23993372009136,372.23997160000727,373.189848320093,d,0,372.23997160000727,373.189848320093,373.1911827001022,374.9233708200045,0.9360844000475481,936.0844000475481,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,109,0,109,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,3.0,m,013_y_m_n_a.jpg,neutral,s,3,1,374.92297469999176,375.2234128200216,375.85168060008436,375.8732229199959,375.87325140007306,375.9149415200809,375.9149504000088,377.0480671200203,d,0,375.9149504000088,377.0480671200203,377.058855600073,378.72341582004447,1.125153600005433,1125.153600005433,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,110,0,110,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,10.0,f,028_y_f_s_a.jpg,sad,a,3,1,378.7316517001018,379.02383072010707,379.0750912000658,379.09819571999833,379.0982655000407,379.1399408200523,379.1399893000489,380.0647251200862,d,0,379.1399893000489,380.0647251200862,380.06554139999207,381.97371472010855,0.916018099989742,916.018099989742,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,111,0,111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,381.97818299999926,382.2734025201062,382.8694583000615,382.8898916200269,382.8899159000721,382.9315968200099,382.93160510004964,383.4981024200097,d,1,382.93160510004964,383.4981024200097,383.49971530004404,385.0150132200215,0.556444099987857,556.444099987857,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,112,0,112,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7.0,f,012_o_f_n_a.jpg,neutral,s,3,1,385.01504040008876,385.31502512004226,385.4621754999971,385.4815377200721,385.48163450008724,385.52327372005675,385.5232926000608,387.0232894200599,None,0,385.5232926000608,387.0232894200599,387.0232931000646,388.9733107200591,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,113,0,113,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,388.97331250004936,389.2730167200789,389.4423010000028,389.4646345200017,389.4646487000864,389.5062709200429,389.5063021000242,390.523138520075,a,1,389.5063021000242,390.523138520075,390.5245842000004,391.93157362006605,1.005583900026977,1005.5839000269771,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,114,0,114,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,11.0,f,030_o_f_h_a.jpg,happy,d,3,1,391.93278750008903,392.2317385200877,392.3766624000855,392.3980666201096,392.3982143000467,392.4399150200188,392.4399429000914,392.90653382008895,d,1,392.4399429000914,392.90653382008895,392.9071690000128,394.7234434200218,0.45588089991360903,455.880899913609,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,115,0,115,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,3.0,m,013_y_m_h_a.jpg,happy,d,3,1,394.7231413000263,395.023155120085,395.18958340003155,395.2065071200486,395.20654730009846,395.2482059200993,395.2482177000493,396.33994802006055,s,0,395.2482177000493,396.33994802006055,396.34094630007166,398.25690382008906,1.0798877000343055,1079.8877000343055,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,116,0,116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,2.0,m,008_y_m_s_a.jpg,sad,a,3,1,398.2588461000705,398.5566567200003,398.7144767000573,398.7315055200597,398.73155240004417,398.7732435200596,398.7733103000792,400.2732487200992,None,0,398.7733103000792,400.2732487200992,400.27331369998865,402.156496420037,,,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,117,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,3.0,m,013_y_m_n_a.jpg,neutral,s,3,1,402.15659010002855,402.45666572009213,402.6231495999964,402.63971382007,402.6397311000619,402.6815833200235,402.6815928000724,403.98144232004415,s,1,402.6815928000724,403.98144232004415,403.9825971000828,405.96493142005056,1.2863044999539852,1286.3044999539852,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,118,0,118,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,6.0,m,033_o_m_n_a.jpg,neutral,s,3,1,405.96475570008624,406.2650298200315,406.3997325000819,406.4146259200061,406.4148739000084,406.45655472006183,406.45664150000084,407.74001572001725,s,1,406.45664150000084,407.74001572001725,407.7413826000411,409.0732926200144,1.2714140000753105,1271.4140000753105,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,0,0,0,0,119,0,119,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,6.0,m,033_o_m_n_a.jpg,neutral,s,3,1,409.0731311000418,409.3731435200898,409.5076184000354,409.5231483200332,409.5231990000466,409.5648276200518,409.56495000002906,410.4565038200235,s,1,409.56495000002906,410.4565038200235,410.45742340001743,412.0066651200177,0.8831377000315115,883.1377000315115,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.07905060006306,454.839857920073,s,42.75283520005178,42752.83520005178,412.07905060006306,454.839857920073,0,1.0,m,004_o_m_s_a.jpg,sad,a,17,2,454.8397225000663,455.14001592004206,455.18434860010166,455.3231493200874,455.3231725000078,455.364986420027,455.3651470000623,455.97325552010443,a,1,455.3651470000623,455.97325552010443,455.97410810005385,457.2983033200726,0.5948726999340579,594.8726999340579,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9.0,f,021_o_f_n_a.jpg,neutral,s,2,2,457.3067138000624,457.598251520074,458.2098486000905,458.2227552200202,458.2231603000546,458.2647263200488,458.26479520008434,459.55653872003313,s,1,458.26479520008434,459.55653872003313,459.559273699997,461.5316825200571,1.27899639995303,1278.99639995303,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.0,f,030_o_f_s_a.jpg,sad,a,2,2,461.5399491999997,461.8316821201006,461.96916330000386,461.9813239200739,461.98131340008695,462.02307452005334,462.0230313000502,462.6231880200794,s,0,462.0230313000502,462.6231880200794,462.6314544000197,464.03164792002644,0.5927437000209466,592.7437000209466,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10.0,f,028_y_f_s_a.jpg,sad,a,17,2,464.033241200028,464.3316050200956,464.37422680004966,464.5151791200042,464.5175487000961,464.5569761201041,464.561200199998,465.1230614200467,a,1,464.561200199998,465.1230614200467,465.12296240008436,466.53989062004257,0.5507743000052869,550.7743000052869,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.0,m,033_o_m_n_a.jpg,neutral,s,17,2,466.53979920002166,466.83978532010224,467.43970580003224,467.57339751999825,467.57315970002674,467.61496502009686,467.61480710003525,468.16460792010184,s,1,467.61480710003525,468.16460792010184,468.16586800001096,469.4898495200323,0.5369981999974698,536.9981999974698,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1.0,m,004_o_m_n_a.jpg,neutral,s,17,2,469.48991500004195,469.789819620084,469.9268830000656,470.06502852006815,470.06558500009123,470.10688062000554,470.1097515000729,470.63154082000256,s,1,470.1097515000729,470.63154082000256,470.63214640005026,472.33979662007187,0.5143907000310719,514.3907000310719,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12.0,f,040_y_f_s_a.jpg,sad,a,17,2,472.3399361000629,472.6398808200611,472.6830727000488,472.8233281200519,472.82316120003816,472.8648521200521,472.8649873000104,473.6522135200212,a,1,472.8649873000104,473.6522135200212,473.6606937000761,474.78110352007207,0.7750945999287069,775.0945999287069,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.0,f,021_o_f_n_a.jpg,neutral,s,17,2,474.7812193999998,475.0814761200454,475.68913630000316,475.82331602007616,475.82311620004475,475.86500072001945,475.8654093000805,476.3397033200599,s,1,475.8654093000805,476.3397033200599,476.34826020000037,478.1149222200038,0.46260119997896254,462.60119997896254,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9.0,f,021_o_f_s_a.jpg,sad,a,2,2,478.1232671000762,478.4150600200519,478.46397490007803,478.4759678200353,478.4729391000001,478.5146952200448,478.51486009999644,479.6645288200816,s,0,478.51486009999644,479.6645288200816,479.6649619000964,480.71476662007626,1.140936499927193,1140.936499927193,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4.0,m,016_y_m_s_a.jpg,sad,a,17,2,480.7148616000777,481.0149385200348,481.0248021000298,481.1650088200113,481.16494230006356,481.20660612010397,481.2064902000129,481.7815220199991,a,1,481.2064902000129,481.7815220199991,481.78241290000733,483.73990992002655,0.5615455999504775,561.5455999504775,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7.0,f,012_o_f_n_a.jpg,neutral,s,2,2,483.74833830003627,484.03974612010643,484.6375288000563,484.6498601200292,484.64792510005645,484.6897215200588,484.68959970003925,485.6149106200319,s,1,484.68959970003925,485.6149106200319,485.61567510000896,486.9981551200617,0.9104528999887407,910.4528999887407,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2.0,m,008_y_m_n_a.jpg,neutral,s,17,2,486.998157300055,487.29811252001673,487.46149230003357,487.5982569199987,487.59834880009294,487.6400329200551,487.64829590008594,488.2979685200844,s,1,487.64829590008594,488.2979685200844,488.2993469000794,489.7148042200133,0.6396860999520868,639.6860999520868,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,m,004_o_m_s_a.jpg,sad,a,2,2,489.71538390009664,490.01482342008967,490.04980600008275,490.0645492200274,490.06485510000493,490.10648762003984,490.10651720000897,490.60655122005846,s,0,490.10651720000897,490.60655122005846,490.60760680004023,492.16482442000415,0.48551670007873327,485.51670007873327,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7.0,f,012_o_f_h_a.jpg,happy,d,17,2,492.16469990008045,492.46475832001306,492.5009240000509,492.6398640200496,492.6396892000921,492.6815823200159,492.6813938000705,493.15625022002496,d,1,492.6813938000705,493.15625022002496,493.15675460000057,494.8231374199968,0.4624226000159979,462.4226000159979,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
,,,,1,0,1,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3.0,m,013_y_m_h_a.jpg,happy,d,2,2,494.8232574000722,495.1231960200239,495.7472397000529,495.7590640200069,495.75630660005845,495.7980474201031,495.7981627000263,496.5812671200838,s,0,495.7981627000263,496.5812671200838,496.581749200006,498.1815637201071,0.7698235000716522,769.8235000716522,,,EMOCONPILOT005_120HZ,2021_Feb_25_1138,EmoCon_Pilot_120Hz,2020.2.4,119.99299241175999,
