Person;primeGender;prime;primeEmotion;corrAnsPrime;targetPerson;targetGender;target;targetEmotion;Cond;corrAnsTar;gender;condition;ID_primer;ID_target;PrimerTime;PrimerTime120;JitterTime;conditionsFile;primePerson;emotion_condition;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;readinBlocks.thisRepN;readinBlocks.thisTrialN;readinBlocks.thisN;readinBlocks.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;key_resp_2.keys;key_resp_2.rt;key_resp_2.started;key_resp_2.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;maskImage.started;maskImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;text.started;text.stopped;key_resp_Rating.keys;key_resp_Rating.started;key_resp_Rating.stopped;text_start.started;text_start.stopped;text_pause.started;text_pause.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
;m;027_o_m_n_a.jpg;neutral;8;27;m;027_o_m_h_a.jpg;happy;incongruent;9;match;;140;150;;2;164;block2_Pilot_2;27;n_h;n_h_weak;;;;;0;1;1;1;0;64;64;64;;;;;;;;;1292.0256027001888;None;1293.410906500183;1293.701875400031;1293.701875400031;1293.7179258000106;1293.7179258000106;1293.758833100088;1293.758833100088;None;None;0;1293.758833100088;None;1295.2597158001736;None;None;1295.2597158001736;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_n_a.jpg;neutral;8;40;f;040_y_f_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;1;238;block2_Pilot_2;8;n_n;n_n_strong;;;;;0;1;1;1;0;65;65;65;;;;;;;;;1298.2590996001381;None;1300.2598559001926;1300.5518645001575;1300.5518645001575;1300.559546700213;1300.559546700213;1300.6005628001876;1300.6005628001876;None;None;0;1300.6005628001876;None;1302.1008752000052;None;None;1302.1008752000052;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_h_a.jpg;happy;9;21;f;021_o_f_n_a.jpg;neutral;incongruent;8;match;;120;170;;18;239;block2_Pilot_2;40;h_n;h_n_strong;;;;;0;1;1;1;0;66;66;66;;;;;;;;;1305.100620600162;None;1307.100621300051;1307.393354000058;1307.393354000058;1307.5434522000141;1307.5434522000141;1307.584127300186;1307.584127300186;None;None;0;1307.584127300186;None;1309.0841177999973;None;None;1309.0841177999973;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_s_a.jpg;sad;7;28;f;028_y_f_h_a.jpg;happy;incongruent;9;match;;130;150;;1;238;block2_Pilot_2;21;s_h;s_h_weak;;;;;0;1;1;1;0;67;67;67;;;;;;;;;1312.0841514000203;None;1314.0736454001162;1314.368467300199;1314.368467300199;1314.376555700088;1314.376555700088;1314.4175545000471;1314.4175545000471;None;None;0;1314.4175545000471;None;1315.9174794000573;None;None;1315.9174794000573;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_n_a.jpg;neutral;8;30;f;030_o_f_n_a.jpg;neutral;congruent;8;match;;140;170;;2;209;block2_Pilot_2;21;n_n;n_n_strong;;;;;0;1;1;1;0;68;68;68;;;;;;;;;1318.9176379002165;None;1320.6983571001329;1320.9941839000676;1320.9941839000676;1321.0101080001332;1321.0101080001332;1321.0509468000382;1321.0509468000382;None;None;0;1321.0509468000382;None;1322.5509447001386;None;None;1322.5509447001386;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_s_a.jpg;sad;7;13;m;013_y_m_s_a.jpg;sad;congruent;7;mismatch;;130;160;;3;147;block2_Pilot_2;40;s_s;s_s_strong;;;;;0;1;1;1;0;69;69;69;;;;;;;;;1325.5514328000136;None;1326.784904200118;1327.077184600057;1327.077184600057;1327.101981200045;1327.101981200045;1327.142645200016;1327.142645200016;None;None;0;1327.142645200016;None;1328.642810499994;None;None;1328.642810499994;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_s_a.jpg;sad;7;21;f;021_o_f_h_a.jpg;happy;incongruent;9;match;;130;150;;3;172;block2_Pilot_2;40;s_h;s_h_strong;;;;;0;1;1;1;0;70;70;70;;;;;;;;;1331.64288030006;None;1333.0844717000145;1333.3771846001036;1333.3771846001036;1333.402107300004;1333.402107300004;1333.4429249002133;1333.4429249002133;None;None;0;1333.4429249002133;None;1334.9434610002209;None;None;1334.9434610002209;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_s_a.jpg;sad;7;16;m;016_y_m_n_a.jpg;neutral;incongruent;8;match;;130;170;;1;238;block2_Pilot_2;13;s_n;s_n_strong;;;;;0;1;1;1;0;71;71;71;;;;;;;;;1337.9430231000297;None;1339.934808500111;1340.2272852000315;1340.2272852000315;1340.235541000031;1340.235541000031;1340.2763583001215;1340.2763583001215;None;None;0;1340.2763583001215;None;1341.7763560002204;None;None;1341.7763560002204;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_s_a.jpg;sad;7;12;f;012_o_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;18;238;block2_Pilot_2;8;s_h;s_h_weak;;;;;0;1;1;1;0;72;72;72;;;;;;;;;1344.7766945001204;None;1346.7816118001938;1347.07790750009;1347.07790750009;1347.2273460000288;1347.2273460000288;1347.2681042000186;1347.2681042000186;None;None;0;1347.2681042000186;None;1348.769038400147;None;None;1348.769038400147;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_s_a.jpg;sad;7;21;f;021_o_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;1;238;block2_Pilot_2;13;s_n;s_n_weak;;;;;0;1;1;1;0;73;73;73;;;;;;;;;1351.7683509001508;None;1353.759513700148;1354.0526833001059;1354.0526833001059;1354.0607939001638;1354.0607939001638;1354.1017838001717;1354.1017838001717;None;None;0;1354.1017838001717;None;1355.6017322000116;None;None;1355.6017322000116;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_s_a.jpg;sad;7;12;f;012_o_f_n_a.jpg;neutral;incongruent;8;match;;130;170;;2;208;block2_Pilot_2;19;s_n;s_n_weak;;;;;0;1;1;1;0;74;74;74;;;;;;;;;1358.6017851000652;None;1360.355751400115;1360.6448481001426;1360.6448481001426;1360.6610630000941;1360.6610630000941;1360.701889600139;1360.701889600139;None;None;0;1360.701889600139;None;1362.2018847002182;None;None;1362.2018847002182;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_s_a.jpg;sad;7;19;f;019_m_f_n_a.jpg;neutral;incongruent;8;mismatch;;130;170;;18;238;block2_Pilot_2;16;s_n;s_n_strong;;;;;0;1;1;1;0;75;75;75;;;;;;;;;1365.2019049001392;None;1367.192992700031;1367.4864270000253;1367.4864270000253;1367.6359911002219;1367.6359911002219;1367.677004700061;1367.677004700061;None;None;0;1367.677004700061;None;1369.1770119001158;None;None;1369.1770119001158;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_n_a.jpg;neutral;8;27;m;027_o_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;1;238;block2_Pilot_2;40;n_s;n_s_weak;;;;;0;1;1;1;0;76;76;76;;;;;;;;;1372.1770752000157;None;1374.182053600205;1374.478361000074;1374.478361000074;1374.4861335000023;1374.4861335000023;1374.527134500211;1374.527134500211;None;None;0;1374.527134500211;None;1376.0272010001354;None;None;1376.0272010001354;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_h_a.jpg;happy;9;30;f;030_o_f_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;2;215;block2_Pilot_2;16;h_n;h_n_weak;;;;;0;1;1;1;0;77;77;77;;;;;;;;;1379.027849300066;None;1380.8270711000077;1381.1198202001397;1381.1198202001397;1381.1365132001229;1381.1365132001229;1381.1772710001096;1381.1772710001096;None;None;0;1381.1772710001096;None;1382.6773374001496;None;None;1382.6773374001496;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_h_a.jpg;happy;9;28;f;028_y_f_n_a.jpg;neutral;incongruent;8;mismatch;;120;170;;18;191;block2_Pilot_2;13;h_n;h_n_weak;;;;;0;1;1;1;0;78;78;78;;;;;;;;;1385.6775014000013;None;1387.298932300182;1387.5951548002195;1387.5951548002195;1387.7448221000377;1387.7448221000377;1387.7857463001274;1387.7857463001274;None;None;0;1387.7857463001274;None;1389.2856048000976;None;None;1389.2856048000976;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_n_a.jpg;neutral;8;8;m;008_y_m_h_a.jpg;happy;incongruent;9;match;;140;150;;3;228;block2_Pilot_2;8;n_h;n_h_weak;;;;;0;1;1;1;0;79;79;79;;;;;;;;;1392.2859937001485;None;1394.2044232001062;1394.495603500167;1394.495603500167;1394.520051700063;1394.520051700063;1394.560589700006;1394.560589700006;None;None;0;1394.560589700006;None;1396.0609610001557;None;None;1396.0609610001557;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_h_a.jpg;happy;9;13;m;013_y_m_s_a.jpg;sad;incongruent;7;match;;120;160;;1;238;block2_Pilot_2;16;h_s;h_s_weak;;;;;0;1;1;1;0;80;80;80;;;;;;;;;1399.061077499995;None;1401.052222700091;1401.3454456001054;1401.3454456001054;1401.3534206000622;1401.3534206000622;1401.394322300097;1401.394322300097;None;None;0;1401.394322300097;None;1402.8944687000476;None;None;1402.8944687000476;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;027_o_m_s_a.jpg;sad;7;40;f;040_y_f_h_a.jpg;happy;incongruent;9;mismatch;;130;150;;18;238;block2_Pilot_2;27;s_h;s_h_strong;;;;;0;1;1;1;0;81;81;81;;;;;;;;;1405.8946545000654;None;1407.8860023000743;1408.1788671000395;1408.1788671000395;1408.328586900141;1408.328586900141;1408.3693422002252;1408.3693422002252;None;None;0;1408.3693422002252;None;1409.8695037001744;None;None;1409.8695037001744;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_n_a.jpg;neutral;8;28;f;028_y_f_h_a.jpg;happy;incongruent;9;match;;140;150;;18;159;block2_Pilot_2;19;n_h;n_h_strong;;;;;0;1;1;1;0;82;82;82;;;;;;;;;1412.869939000113;None;1414.2245849000756;1414.5208564000204;1414.5208564000204;1414.6703881002031;1414.6703881002031;1414.7111248001456;1414.7111248001456;None;None;0;1414.7111248001456;None;1416.2118336001877;None;None;1416.2118336001877;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_n_a.jpg;neutral;8;4;m;004_o_m_n_a.jpg;neutral;congruent;8;match;;140;170;;1;238;block2_Pilot_2;13;n_n;n_n_strong;;;;;0;1;1;1;0;83;83;83;;;;;;;;;1419.2116882000118;None;1421.2140517001972;1421.504382000072;1421.504382000072;1421.5121994002257;1421.5121994002257;1421.5530813001096;1421.5530813001096;None;None;0;1421.5530813001096;None;1423.0529924000148;None;None;1423.0529924000148;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;040_y_f_s_a.jpg;sad;7;33;m;033_o_m_s_a.jpg;sad;congruent;7;mismatch;;130;160;;2;130;block2_Pilot_2;40;s_s;s_s_weak;;;;;0;1;1;1;0;84;84;84;;;;;;;;;1426.0532201000024;None;1427.1439927001484;1427.4375245000701;1427.4375245000701;1427.453846000135;1427.453846000135;1427.494933700189;1427.494933700189;None;None;0;1427.494933700189;None;1428.995252800174;None;None;1428.995252800174;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_s_a.jpg;sad;7;16;m;016_y_m_h_a.jpg;happy;incongruent;9;match;;130;150;;1;238;block2_Pilot_2;13;s_h;s_h_weak;;;;;0;1;1;1;0;85;85;85;;;;;;;;;1431.9949048000854;None;1433.9866081001237;1434.279322200222;1434.279322200222;1434.287314100191;1434.287314100191;1434.3282707000617;1434.3282707000617;None;None;0;1434.3282707000617;None;1435.828513600165;None;None;1435.828513600165;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_n_a.jpg;neutral;8;8;m;008_y_m_h_a.jpg;happy;incongruent;9;match;;140;150;;3;164;block2_Pilot_2;16;n_h;n_h_strong;;;;;0;1;1;1;0;86;86;86;;;;;;;;;1438.828454800183;None;1440.2232642001472;1440.5132404000033;1440.5132404000033;1440.5375781001057;1440.5375781001057;1440.5784962000325;1440.5784962000325;None;None;0;1440.5784962000325;None;1442.0785290000495;None;None;1442.0785290000495;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_h_a.jpg;happy;9;13;m;013_y_m_s_a.jpg;sad;incongruent;7;match;;120;160;;3;149;block2_Pilot_2;16;h_s;h_s_strong;;;;;0;1;1;1;0;87;87;87;;;;;;;;;1445.0784522001632;None;1446.3282206000295;1446.6213511000387;1446.6213511000387;1446.6460796000902;1446.6460796000902;1446.686915700091;1446.686915700091;None;None;0;1446.686915700091;None;1448.1870689000934;None;None;1448.1870689000934;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;008_y_m_n_a.jpg;neutral;8;21;f;021_o_f_h_a.jpg;happy;incongruent;9;mismatch;;140;150;;3;131;block2_Pilot_2;8;n_h;n_h_weak;;;;;0;1;1;1;0;88;88;88;;;;;;;;;1451.187256500125;None;1452.3227604001295;1452.6135740000755;1452.6135740000755;1452.637944900198;1452.637944900198;1452.6787516002078;1452.6787516002078;None;None;0;1452.6787516002078;None;1454.1786148000974;None;None;1454.1786148000974;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_n_a.jpg;neutral;8;4;m;004_o_m_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;1;238;block2_Pilot_2;21;n_n;n_n_strong;;;;;0;1;1;1;0;89;89;89;;;;;;;;;1457.1791903001722;None;1459.1815275000408;1459.4723108001053;1459.4723108001053;1459.479613700183;1459.479613700183;1459.5204347001854;1459.5204347001854;None;None;0;1459.5204347001854;None;1461.0207467;None;None;1461.0207467;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_h_a.jpg;happy;9;13;m;013_y_m_h_a.jpg;happy;congruent;9;match;;120;150;;1;238;block2_Pilot_2;33;h_h;h_h_weak;;;;;0;1;1;1;0;90;90;90;;;;;;;;;1464.020784900058;None;1466.0126222001854;1466.3051110000815;1466.3051110000815;1466.3130711000413;1466.3130711000413;1466.3539718000684;1466.3539718000684;None;None;0;1466.3539718000684;None;1467.8539944000077;None;None;1467.8539944000077;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_s_a.jpg;sad;7;4;m;004_o_m_h_a.jpg;happy;incongruent;9;match;;130;150;;18;148;block2_Pilot_2;33;s_h;s_h_weak;;;;;0;1;1;1;0;91;91;91;;;;;;;;;1470.8544554000255;None;1472.0941423000768;1472.3884910000488;1472.3884910000488;1472.5382566000335;1472.5382566000335;1472.5791145002004;1472.5791145002004;None;None;0;1472.5791145002004;None;1474.0792168001644;None;None;1474.0792168001644;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;013_y_m_n_a.jpg;neutral;8;16;m;016_y_m_h_a.jpg;happy;incongruent;9;match;;140;150;;3;198;block2_Pilot_2;13;n_h;n_h_weak;;;;;0;1;1;1;0;92;92;92;;;;;;;;;1477.079501700122;None;1478.7516052001156;1479.047202500049;1479.047202500049;1479.0716930001508;1479.0716930001508;1479.1125221000984;1479.1125221000984;None;None;0;1479.1125221000984;None;1480.6126793001313;None;None;1480.6126793001313;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;016_y_m_s_a.jpg;sad;7;28;f;028_y_f_s_a.jpg;sad;congruent;7;mismatch;;130;160;;1;238;block2_Pilot_2;16;s_s;s_s_weak;;;;;0;1;1;1;0;93;93;93;;;;;;;;;1483.6128580002114;None;1485.604864800116;1485.8971978002228;1485.8971978002228;1485.9052257000003;1485.9052257000003;1485.946126300143;1485.946126300143;None;None;0;1485.946126300143;None;1487.4461062001064;None;None;1487.4461062001064;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_n_a.jpg;neutral;8;28;f;028_y_f_n_a.jpg;neutral;congruent;8;match;;140;170;;3;177;block2_Pilot_2;30;n_n;n_n_weak;;;;;0;1;1;1;0;94;94;94;;;;;;;;;1490.4462028001435;None;1491.9544626001734;1492.2477248001378;1492.2477248001378;1492.2721858001314;1492.2721858001314;1492.3127888001036;1492.3127888001036;None;None;0;1492.3127888001036;None;1493.8135152000468;None;None;1493.8135152000468;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_n_a.jpg;neutral;8;13;m;013_y_m_n_a.jpg;neutral;congruent;8;match;;140;170;;2;220;block2_Pilot_2;33;n_n;n_n_weak;;;;;0;1;1;1;0;95;95;95;;;;;;;;;1496.81378820003;None;1498.66486060014;1498.9561598000582;1498.9561598000582;1498.9721942001488;1498.9721942001488;1499.013014800148;1499.013014800148;None;None;0;1499.013014800148;None;1500.5127780002076;None;None;1500.5127780002076;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_s_a.jpg;sad;7;21;f;021_o_f_s_a.jpg;sad;congruent;7;match;;130;160;;1;238;block2_Pilot_2;12;s_s;s_s_strong;;;;;0;1;1;1;0;96;96;96;;;;;;;;;1503.5131440002006;None;1505.5001354000997;1505.7973066000268;1505.7973066000268;1505.8056019002106;1505.8056019002106;1505.846412600018;1505.846412600018;None;None;0;1505.846412600018;None;1507.346420200076;None;None;1507.346420200076;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_h_a.jpg;happy;9;30;f;030_o_f_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;3;204;block2_Pilot_2;33;h_s;h_s_strong;;;;;0;1;1;1;0;97;97;97;;;;;;;;;1510.34669770021;None;1512.05509860022;1512.3473635001574;1512.3473635001574;1512.3726354001556;1512.3726354001556;1512.4133021000307;1512.4133021000307;None;None;0;1512.4133021000307;None;1513.9132159000728;None;None;1513.9132159000728;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_s_a.jpg;sad;7;30;f;030_o_f_n_a.jpg;neutral;incongruent;8;match;;130;170;;1;238;block2_Pilot_2;30;s_n;s_n_weak;;;;;0;1;1;1;0;98;98;98;;;;;;;;;1516.9133967000525;None;1518.9199182000011;1519.214739800198;1519.214739800198;1519.2226018002257;1519.2226018002257;1519.2639038001653;1519.2639038001653;None;None;0;1519.2639038001653;None;1520.7635292001069;None;None;1520.7635292001069;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_h_a.jpg;happy;9;12;f;012_o_f_n_a.jpg;neutral;incongruent;8;match;;120;170;;1;238;block2_Pilot_2;30;h_n;h_n_weak;;;;;0;1;1;1;0;99;99;99;;;;;;;;;1523.7641165000387;None;1525.7661853001919;1526.056750900112;1526.056750900112;1526.064354200149;1526.064354200149;1526.105305600213;1526.105305600213;None;None;0;1526.105305600213;None;1527.605209800182;None;None;1527.605209800182;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;033_o_m_n_a.jpg;neutral;8;30;f;030_o_f_h_a.jpg;happy;incongruent;9;mismatch;;140;150;;3;151;block2_Pilot_2;33;n_h;n_h_strong;;;;;0;1;1;1;0;100;100;100;;;;;;;;;1530.6051709000021;None;1531.8823056002147;1532.1736050001346;1532.1736050001346;1532.1978252001572;1532.1978252001572;1532.2385167002212;1532.2385167002212;None;None;0;1532.2385167002212;None;1533.7386817000806;None;None;1533.7386817000806;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;019_m_f_s_a.jpg;sad;7;40;f;040_y_f_n_a.jpg;neutral;incongruent;8;match;;130;170;;18;156;block2_Pilot_2;19;s_n;s_n_weak;;;;;0;1;1;1;0;101;101;101;;;;;;;;;1536.7397808001842;None;1538.058019899996;1538.3485188002232;1538.3485188002232;1538.4979186002165;1538.4979186002165;1538.5388754000887;1538.5388754000887;None;None;0;1538.5388754000887;None;1540.0388705001678;None;None;1540.0388705001678;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_n_a.jpg;neutral;8;13;m;013_y_m_h_a.jpg;happy;incongruent;9;match;;140;150;;18;238;block2_Pilot_2;4;n_h;n_h_weak;;;;;0;1;1;1;0;102;102;102;;;;;;;;;1543.0389532002155;None;1545.0418179000262;1545.3319736002013;1545.3319736002013;1545.4815601001028;1545.4815601001028;1545.5222229000647;1545.5222229000647;None;None;0;1545.5222229000647;None;1547.0222036000341;None;None;1547.0222036000341;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;012_o_f_n_a.jpg;neutral;8;21;f;021_o_f_n_a.jpg;neutral;congruent;8;match;;140;170;;2;164;block2_Pilot_2;12;n_n;n_n_strong;;;;;0;1;1;1;0;103;103;103;;;;;;;;;1550.0226922000293;None;1551.4086716000456;1551.6988807001617;1551.6988807001617;1551.7149177000392;1551.7149177000392;1551.7557288000826;1551.7557288000826;None;None;0;1551.7557288000826;None;1553.2557722001802;None;None;1553.2557722001802;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_n_a.jpg;neutral;8;4;m;004_o_m_h_a.jpg;happy;incongruent;9;match;;140;150;;1;238;block2_Pilot_2;4;n_h;n_h_weak;;;;;0;1;1;1;0;104;104;104;;;;;;;;;1556.2567921001464;None;1558.2743156000506;1558.5656433000695;1558.5656433000695;1558.5734074001666;1558.5734074001666;1558.614260100061;1558.614260100061;None;None;0;1558.614260100061;None;1560.1142126000486;None;None;1560.1142126000486;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_s_a.jpg;sad;7;33;m;033_o_m_n_a.jpg;neutral;incongruent;8;match;;130;170;;18;171;block2_Pilot_2;4;s_n;s_n_strong;;;;;0;1;1;1;0;105;105;105;;;;;;;;;1563.1146060000174;None;1564.548262000084;1564.8403715000022;1564.8403715000022;1564.9901905001607;1564.9901905001607;1565.0309609000105;1565.0309609000105;None;None;0;1565.0309609000105;None;1566.5310376000125;None;None;1566.5310376000125;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_n_a.jpg;neutral;8;21;f;021_o_f_s_a.jpg;sad;incongruent;7;match;;140;160;;18;238;block2_Pilot_2;28;n_s;n_s_weak;;;;;0;1;1;1;0;106;106;106;;;;;;;;;1569.531195500167;None;1571.5439943000674;1571.8324546001386;1571.8324546001386;1571.9818264001515;1571.9818264001515;1572.0228575000074;1572.0228575000074;None;None;0;1572.0228575000074;None;1573.522862400161;None;None;1573.522862400161;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;028_y_f_h_a.jpg;happy;9;12;f;012_o_f_h_a.jpg;happy;congruent;9;match;;120;150;;3;152;block2_Pilot_2;28;h_h;h_h_strong;;;;;0;1;1;1;0;107;107;107;;;;;;;;;1576.5232129001524;None;1577.800139100058;1578.0906815000344;1578.0906815000344;1578.11544290022;1578.11544290022;1578.1562706001569;1578.1562706001569;None;None;0;1578.1562706001569;None;1579.6564784001093;None;None;1579.6564784001093;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_s_a.jpg;sad;7;8;m;008_y_m_s_a.jpg;sad;congruent;7;match;;130;160;;18;237;block2_Pilot_2;4;s_s;s_s_weak;;;;;0;1;1;1;0;108;108;108;;;;;;;;;1582.6566662001424;None;1584.639254000038;1584.9326647000853;1584.9326647000853;1585.0823237001896;1585.0823237001896;1585.1230566001032;1585.1230566001032;None;None;0;1585.1230566001032;None;1586.6234200000763;None;None;1586.6234200000763;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;m;004_o_m_n_a.jpg;neutral;8;19;f;019_m_f_n_a.jpg;neutral;congruent;8;mismatch;;140;170;;2;179;block2_Pilot_2;4;n_n;n_n_strong;;;;;0;1;1;1;0;109;109;109;;;;;;;;;1589.6238621000666;None;1591.1571880001575;1591.4496049000882;1591.4496049000882;1591.4657101000194;1591.4657101000194;1591.5066113001667;1591.5066113001667;None;None;0;1591.5066113001667;None;1593.0065785001498;None;None;1593.0065785001498;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;030_o_f_n_a.jpg;neutral;8;27;m;027_o_m_s_a.jpg;sad;incongruent;7;mismatch;;140;160;;1;238;block2_Pilot_2;30;n_s;n_s_weak;;;;;0;1;1;1;0;110;110;110;;;;;;;;;1596.0067814001814;None;1598.0091651000548;1598.2999286002014;1598.2999286002014;1598.307636400219;1598.307636400219;1598.3485503001139;1598.3485503001139;None;None;0;1598.3485503001139;None;1599.848417100031;None;None;1599.848417100031;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
;f;021_o_f_h_a.jpg;happy;9;16;m;016_y_m_s_a.jpg;sad;incongruent;7;mismatch;;120;160;;1;238;block2_Pilot_2;21;h_s;h_s_strong;;;;;0;1;1;1;0;111;111;111;;;;;;;;;1602.848469500197;None;1604.8509031001013;1605.1413158001378;1605.1413158001378;1605.149004700128;1605.149004700128;1605.1897594002075;1605.1897594002075;None;None;0;1605.1897594002075;None;1606.6903741999995;None;None;1606.6903741999995;None;;;;;;;Emoconpilot031;2021_Nov_10_1210;BackwardMask;2020.2.8;120.08175149607206;
