Person,primeGender,prime,primeEmotion,corrAnsPrime,targetPerson,targetGender,target,targetEmotion,Cond,corrAnsTar,gender,condition,ID_primer,ID_target,PrimerTime,PrimerTime120,JitterTime,conditionsFile,primePerson,emotion_condition,Condition,example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,readinBlocks.thisRepN,readinBlocks.thisTrialN,readinBlocks.thisN,readinBlocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_intro.started,text_intro.stopped,text_probe.started,text_probe.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,polygon_ISI.started,polygon_ISI.stopped,polygon.started,polygon.stopped,primerImage.started,primerImage.stopped,maskImage.started,maskImage.stopped,response.started,response.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,key_resp_Rating.keys,key_resp_Rating.started,key_resp_Rating.stopped,key_resp_Rating.rt,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,participant,date,expName,psychopyVersion,frameRate,
,f,012_o_f_n_a.jpg,neutral,8,21,f,021_o_f_n_a.jpg,neutral,congruent,8,match,,140,170,,2,164,block2_Pilot_2,12,n_n,n_n_strong,,,,,0,1,1,1,0,103,103,103,,,,,,,,,1689.4959952000063,None,1690.88222280005,1691.1716887999792,1691.1716887999792,1691.1876108001452,1691.1876108001452,1691.2285752000753,1691.2285752000753,None,8,1,0.7528764000162482,1691.2285752000753,None,1692.7293002000079,None,['7'],1692.7293002000079,None,[0.2517925000283867],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_n_a.jpg,neutral,8,4,m,004_o_m_h_a.jpg,happy,incongruent,9,match,,140,150,,1,238,block2_Pilot_2,4,n_h,n_h_weak,,,,,0,1,1,1,0,104,104,104,,,,,,,,,1695.7294302000664,None,1697.7321999999695,1698.0217428000178,1698.0217428000178,1698.0295480000786,1698.0295480000786,1698.0703466001432,1698.0703466001432,None,None,0,,1698.0703466001432,None,1699.5703627001494,None,"['8', '8']",1699.5703627001494,None,"[0.13087929994799197, 0.8909541999455541]",,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_s_a.jpg,sad,7,33,m,033_o_m_n_a.jpg,neutral,incongruent,8,match,,130,170,,18,171,block2_Pilot_2,4,s_n,s_n_strong,,,,,0,1,1,1,0,105,105,105,,,,,,,,,1702.5714516001754,None,1704.0029414000455,1704.2963743000291,1704.2963743000291,1704.4463027000893,1704.4463027000893,1704.4870504001155,1704.4870504001155,None,7,0,0.6380497999489307,1704.4870504001155,None,1705.9870427001733,None,['7'],1705.9870427001733,None,[0.2822362999431789],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_n_a.jpg,neutral,8,21,f,021_o_f_s_a.jpg,sad,incongruent,7,match,,140,160,,18,238,block2_Pilot_2,28,n_s,n_s_weak,,,,,0,1,1,1,0,106,106,106,,,,,,,,,1708.9880142000038,None,1710.990729100071,1711.280303500127,1711.280303500127,1711.4297530001495,1711.4297530001495,1711.4705093000084,1711.4705093000084,None,8,0,0.6546900998800993,1711.4705093000084,None,1712.9712192001753,None,['7'],1712.9712192001753,None,[0.5458763998467475],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_h_a.jpg,happy,9,12,f,012_o_f_h_a.jpg,happy,congruent,9,match,,120,150,,3,152,block2_Pilot_2,28,h_h,h_h_strong,,,,,0,1,1,1,0,107,107,107,,,,,,,,,1715.9715948000085,None,1717.248472200008,1717.5386477001011,1717.5386477001011,1717.563058000058,1717.563058000058,1717.6042286001612,1717.6042286001612,None,None,0,,1717.6042286001612,None,1719.1043507000431,None,['7'],1719.1043507000431,None,[0.2450049000326544],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_s_a.jpg,sad,7,8,m,008_y_m_s_a.jpg,sad,congruent,7,match,,130,160,,18,237,block2_Pilot_2,4,s_s,s_s_weak,,,,,0,1,1,1,0,108,108,108,,,,,,,,,1722.1051114001311,None,1724.0872742000502,1724.3801852001343,1724.3801852001343,1724.5300929001532,1724.5300929001532,1724.5708060001489,1724.5708060001489,None,7,1,0.6584055998828262,1724.5708060001489,None,1726.0709107001312,None,['7'],1726.0709107001312,None,[0.3982669000979513],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_n_a.jpg,neutral,8,19,f,019_m_f_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,2,179,block2_Pilot_2,4,n_n,n_n_strong,,,,,0,1,1,1,0,109,109,109,,,,,,,,,1729.0709253000095,None,1730.617187099997,1730.9054788001813,1730.9054788001813,1730.921510900138,1730.921510900138,1730.9622155001853,1730.9622155001853,None,8,1,0.7230128000956029,1730.9622155001853,None,1732.4626031001098,None,['7'],1732.4626031001098,None,[0.24660180020146072],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_n_a.jpg,neutral,8,27,m,027_o_m_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,1,238,block2_Pilot_2,30,n_s,n_s_weak,,,,,0,1,1,1,0,110,110,110,,,,,,,,,1735.4636083000805,None,1737.4662228000816,1737.7559665001463,1737.7559665001463,1737.7635203001555,1737.7635203001555,1737.8045115000568,1737.8045115000568,None,9,0,0.9367198999971151,1737.8045115000568,None,1739.3045783000998,None,['9'],1739.3045783000998,None,[0.972736099967733],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_h_a.jpg,happy,9,16,m,016_y_m_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,1,238,block2_Pilot_2,21,h_s,h_s_strong,,,,,0,1,1,1,0,111,111,111,,,,,,,,,1742.3054410000332,None,1744.3068848999683,1744.5976182001177,1744.5976182001177,1744.6057683001272,1744.6057683001272,1744.6461877999827,1744.6461877999827,None,None,0,,1744.6461877999827,None,1746.1463671000674,None,['9'],1746.1463671000674,None,[0.29895099997520447],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_h_a.jpg,happy,9,16,m,016_y_m_h_a.jpg,happy,congruent,9,mismatch,,120,150,,18,155,block2_Pilot_2,12,h_h,h_h_strong,,,,,0,1,1,1,0,112,112,112,,,,,,,,,1749.1470371000469,None,1750.4458861001767,1750.7388270001393,1750.7388270001393,1750.8886357999872,1750.8886357999872,1750.9296850999817,1750.9296850999817,None,9,1,0.7155250001233071,1750.9296850999817,None,1752.4299657000229,None,['7'],1752.4299657000229,None,[0.2552520001772791],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_h_a.jpg,happy,9,28,f,028_y_f_n_a.jpg,neutral,incongruent,8,match,,120,170,,18,238,block2_Pilot_2,30,h_n,h_n_strong,,,,,0,1,1,1,0,113,113,113,,,,,,,,,1755.4307640001643,None,1757.4350316000637,1757.7312767000403,1757.7312767000403,1757.8806817000732,1757.8806817000732,1757.9215204999782,1757.9215204999782,None,9,0,0.5397552999202162,1757.9215204999782,None,1759.4223887000699,None,['7'],1759.4223887000699,None,[0.3509339999873191],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_s_a.jpg,sad,7,4,m,004_o_m_s_a.jpg,sad,congruent,7,match,,130,160,,2,125,block2_Pilot_2,13,s_s,s_s_strong,,,,,0,1,1,1,0,114,114,114,,,,,,,,,1762.4224259001203,None,1763.4708219000604,1763.7643232999835,1763.7643232999835,1763.7807524001691,1763.7807524001691,1763.8216087999754,1763.8216087999754,None,8,0,1.2556551999878138,1763.8216087999754,None,1765.3215797999874,None,['7'],1765.3215797999874,None,[0.5556536000221968],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_h_a.jpg,happy,9,4,m,004_o_m_h_a.jpg,happy,congruent,9,mismatch,,120,150,,1,238,block2_Pilot_2,21,h_h,h_h_strong,,,,,0,1,1,1,0,115,115,115,,,,,,,,,1768.323046500096,None,1770.3336476001423,1770.6233078001533,1770.6233078001533,1770.6310072999913,1770.6310072999913,1770.6717939001974,1770.6717939001974,None,None,0,,1770.6717939001974,None,1772.1718847001903,None,['9'],1772.1718847001903,None,[0.4013614999130368],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_n_a.jpg,neutral,8,21,f,021_o_f_n_a.jpg,neutral,congruent,8,match,,140,170,,2,207,block2_Pilot_2,28,n_n,n_n_weak,,,,,0,1,1,1,0,116,116,116,,,,,,,,,1775.1719889000524,None,1776.9169097000267,1777.2068207000848,1777.2068207000848,1777.2227880000137,1777.2227880000137,1777.263510200195,1777.263510200195,None,8,1,0.693801699904725,1777.263510200195,None,1778.7637298000045,None,['7'],1778.7637298000045,None,[0.27359819994308054],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,040_y_f_n_a.jpg,neutral,8,8,m,008_y_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,1,238,block2_Pilot_2,40,n_n,n_n_weak,,,,,0,1,1,1,0,117,117,117,,,,,,,,,1781.764148300048,None,1783.7661892999895,1784.0568315000273,1784.0568315000273,1784.0644659001846,1784.0644659001846,1784.1055889001582,1784.1055889001582,None,None,0,,1784.1055889001582,None,1785.6056684001815,None,['9'],1785.6056684001815,None,[0.4713649000041187],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_n_a.jpg,neutral,8,13,m,013_y_m_h_a.jpg,happy,incongruent,9,match,,140,150,,1,238,block2_Pilot_2,13,n_h,n_h_weak,,,,,0,1,1,1,0,118,118,118,,,,,,,,,1788.6058355001733,None,1790.6086821001954,1790.8987030000426,1790.8987030000426,1790.906488200184,1790.906488200184,1790.9472790001892,1790.9472790001892,None,9,1,0.8738837998826057,1790.9472790001892,None,1792.4473457999993,None,['7'],1792.4473457999993,None,[0.2938892000820488],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,013_y_m_h_a.jpg,happy,9,28,f,028_y_f_h_a.jpg,happy,congruent,9,mismatch,,120,150,,1,238,block2_Pilot_2,13,h_h,h_h_weak,,,,,0,1,1,1,0,119,119,119,,,,,,,,,1795.4484012001194,None,1797.4499310001265,1797.7404969001655,1797.7404969001655,1797.748161100084,1797.748161100084,1797.788935000077,1797.788935000077,None,9,1,0.8643582998774946,1797.788935000077,None,1799.288965600077,None,['7'],1799.288965600077,None,[0.3162390999495983],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_h_a.jpg,happy,9,13,m,013_y_m_h_a.jpg,happy,congruent,9,match,,120,150,,1,238,block3_Pilot_2,4,h_h,h_h_strong,,,,,0,2,2,2,0,0,0,0,,,,,,,,,1822.334278400056,None,1824.3266202001832,1824.615807699971,1824.615807699971,1824.6236223999877,1824.6236223999877,1824.6645118000451,1824.6645118000451,None,9,1,1.3487130999565125,1824.6645118000451,None,1826.1656963001005,None,['8'],1826.1656963001005,None,[0.7995464999694377],,,1802.2891264001373,None,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_h_a.jpg,happy,9,33,m,033_o_m_h_a.jpg,happy,congruent,9,mismatch,,120,150,,3,166,block3_Pilot_2,21,h_h,h_h_weak,,,,,0,2,2,2,0,1,1,1,,,,,,,,,1829.1655111000873,None,1830.5676573000383,1830.8578123000916,1830.8578123000916,1830.8821964000817,1830.8821964000817,1830.923025800148,1830.923025800148,None,9,1,0.5701635999139398,1830.923025800148,None,1832.422953600064,None,['7'],1832.422953600064,None,[0.23012669989839196],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_h_a.jpg,happy,9,21,f,021_o_f_n_a.jpg,neutral,incongruent,8,mismatch,,120,170,,18,188,block3_Pilot_2,27,h_n,h_n_weak,,,,,0,2,2,2,0,2,2,2,,,,,,,,,1835.424304000102,None,1837.0090069000144,1837.2996730001178,1837.2996730001178,1837.4490525000729,1837.4490525000729,1837.4898326999974,1837.4898326999974,None,9,0,0.5074614000041038,1837.4898326999974,None,1838.9898877001833,None,['7'],1838.9898877001833,None,[0.2553622000850737],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_n_a.jpg,neutral,8,13,m,013_y_m_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,1,238,block3_Pilot_2,19,n_s,n_s_strong,,,,,0,2,2,2,0,3,3,3,,,,,,,,,1841.990886399988,None,1843.9926111001987,1844.2831242000684,1844.2831242000684,1844.2907871000934,1844.2907871000934,1844.3316781001631,1844.3316781001631,None,None,0,,1844.3316781001631,None,1845.831587600056,None,['9'],1845.831587600056,None,[0.2936355001293123],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_h_a.jpg,happy,9,40,f,040_y_f_s_a.jpg,sad,incongruent,7,match,,120,160,,2,129,block3_Pilot_2,19,h_s,h_s_strong,,,,,0,2,2,2,0,4,4,4,,,,,,,,,1848.8323814000469,None,1849.9152075001039,1850.2077460000291,1850.2077460000291,1850.2241863000672,1850.2241863000672,1850.2650472000241,1850.2650472000241,None,9,0,0.49201359995640814,1850.2650472000241,None,1851.7650853001978,None,['7'],1851.7650853001978,None,[0.32021340006031096],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,027_o_m_s_a.jpg,sad,7,33,m,033_o_m_n_a.jpg,neutral,incongruent,8,match,,130,170,,1,238,block3_Pilot_2,27,s_n,s_n_strong,,,,,0,2,2,2,0,5,5,5,,,,,,,,,1854.7659840001725,None,1856.756523200078,1857.0495327999815,1857.0495327999815,1857.0578325001989,1857.0578325001989,1857.0984441000037,1857.0984441000037,None,9,0,0.7705943000037223,1857.0984441000037,None,1858.598663000157,None,['7'],1858.598663000157,None,[0.2463400000706315],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_h_a.jpg,happy,9,28,f,028_y_f_n_a.jpg,neutral,incongruent,8,match,,120,170,,2,197,block3_Pilot_2,30,h_n,h_n_strong,,,,,0,2,2,2,0,6,6,6,,,,,,,,,1861.5994171001948,None,1863.2617731001228,1863.5584293000866,1863.5584293000866,1863.5744543001056,1863.5744543001056,1863.615378800081,1863.615378800081,None,9,0,0.5898414999246597,1863.615378800081,None,1865.115351299988,None,['7'],1865.115351299988,None,[0.2179909001570195],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,008_y_m_s_a.jpg,sad,7,13,m,013_y_m_s_a.jpg,sad,congruent,7,match,,130,160,,18,145,block3_Pilot_2,8,s_s,s_s_strong,,,,,0,2,2,2,0,7,7,7,,,,,,,,,1868.1163969000336,None,1869.3430948001333,1869.6335818001535,1869.6335818001535,1869.7830093000084,1869.7830093000084,1869.8238368001767,1869.8238368001767,None,7,1,0.7095500000286847,1869.8238368001767,None,1871.32443040004,None,['7'],1871.32443040004,None,[0.3048279001377523],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_s_a.jpg,sad,7,16,m,016_y_m_s_a.jpg,sad,congruent,7,mismatch,,130,160,,2,152,block3_Pilot_2,28,s_s,s_s_weak,,,,,0,2,2,2,0,8,8,8,,,,,,,,,1874.324399500154,None,1875.6016325000674,1875.8916499000043,1875.8916499000043,1875.9079274001997,1875.9079274001997,1875.9489474999718,1875.9489474999718,None,8,0,0.9922746999654919,1875.9489474999718,None,1877.448930800194,None,['7'],1877.448930800194,None,[0.3324031999800354],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_n_a.jpg,neutral,8,21,f,021_o_f_h_a.jpg,happy,incongruent,9,match,,140,150,,18,238,block3_Pilot_2,19,n_h,n_h_weak,,,,,0,2,2,2,0,9,9,9,,,,,,,,,1880.4498723000288,None,1882.471175600076,1882.7673196999822,1882.7673196999822,1882.9165519000962,1882.9165519000962,1882.9575394000858,1882.9575394000858,None,8,0,0.6477075999137014,1882.9575394000858,None,1884.4583705000114,None,['7'],1884.4583705000114,None,[0.2748523000627756],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_n_a.jpg,neutral,8,19,f,019_m_f_s_a.jpg,sad,incongruent,7,match,,140,160,,1,238,block3_Pilot_2,21,n_s,n_s_weak,,,,,0,2,2,2,0,10,10,10,,,,,,,,,1887.458343300037,None,1889.4600690000225,1889.750790100079,1889.750790100079,1889.7583425000776,1889.7583425000776,1889.7992248001974,1889.7992248001974,None,None,0,,1889.7992248001974,None,1891.299354000017,None,['9'],1891.299354000017,None,[1.1859538999851793],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_s_a.jpg,sad,7,30,f,030_o_f_n_a.jpg,neutral,incongruent,8,mismatch,,130,170,,2,186,block3_Pilot_2,16,s_n,s_n_strong,,,,,0,2,2,2,0,11,11,11,,,,,,,,,1894.2993201999925,None,1895.8589385000523,1896.150483299978,1896.150483299978,1896.1668259000871,1896.1668259000871,1896.207710799994,1896.207710799994,None,8,1,0.7176504000090063,1896.207710799994,None,1897.7078847000375,None,['7'],1897.7078847000375,None,[0.25740180001594126],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_s_a.jpg,sad,7,19,f,019_m_f_h_a.jpg,happy,incongruent,9,match,,130,150,,18,239,block3_Pilot_2,21,s_h,s_h_weak,,,,,0,2,2,2,0,12,12,12,,,,,,,,,1900.7089482999872,None,1902.7057690999936,1903.0003595000599,1903.0003595000599,1903.1503227001522,1903.1503227001522,1903.1912232001778,1903.1912232001778,None,7,0,0.6380121998954564,1903.1912232001778,None,1904.692069800105,None,['7'],1904.692069800105,None,[0.23329790006391704],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,030_o_f_h_a.jpg,happy,9,33,m,033_o_m_s_a.jpg,sad,incongruent,7,mismatch,,120,160,,1,238,block3_Pilot_2,30,h_s,h_s_strong,,,,,0,2,2,2,0,13,13,13,,,,,,,,,1907.6921294999775,None,1909.6959863000084,1909.9928220000584,1909.9928220000584,1910.0004853999708,1910.0004853999708,1910.0414142999798,1910.0414142999798,None,None,0,,1910.0414142999798,None,1911.5414905000944,None,['9'],1911.5414905000944,None,[0.4397199999075383],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_h_a.jpg,happy,9,16,m,016_y_m_h_a.jpg,happy,congruent,9,match,,120,150,,18,166,block3_Pilot_2,4,h_h,h_h_strong,,,,,0,2,2,2,0,14,14,14,,,,,,,,,1914.5413505001925,None,1915.9441356000025,1916.2344462000765,1916.2344462000765,1916.3838804999832,1916.3838804999832,1916.4246977001894,1916.4246977001894,None,9,1,1.1243856998626143,1916.4246977001894,None,1917.924797500018,None,['7'],1917.924797500018,None,[0.44041569996625185],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,012_o_f_h_a.jpg,happy,9,30,f,030_o_f_s_a.jpg,sad,incongruent,7,match,,120,160,,18,136,block3_Pilot_2,12,h_s,h_s_strong,,,,,0,2,2,2,0,15,15,15,,,,,,,,,1920.925621900009,None,1922.0661963000894,1922.3592642000876,1922.3592642000876,1922.5090237001423,1922.5090237001423,1922.5499203000218,1922.5499203000218,None,9,0,0.3913165000267327,1922.5499203000218,None,1924.050790600013,None,['7'],1924.050790600013,None,[0.37847590004093945],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,019_m_f_s_a.jpg,sad,7,40,f,040_y_f_s_a.jpg,sad,congruent,7,match,,130,160,,3,163,block3_Pilot_2,19,s_s,s_s_strong,,,,,0,2,2,2,0,16,16,16,,,,,,,,,1927.0507012000307,None,1928.4292976001743,1928.7179748001508,1928.7179748001508,1928.7424832000397,1928.7424832000397,1928.7833974000532,1928.7833974000532,None,7,1,0.6377764998469502,1928.7833974000532,None,1930.283229000168,None,['7'],1930.283229000168,None,[0.24993379996158183],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_n_a.jpg,neutral,8,33,m,033_o_m_n_a.jpg,neutral,congruent,8,mismatch,,140,170,,2,171,block3_Pilot_2,21,n_n,n_n_weak,,,,,0,2,2,2,0,17,17,17,,,,,,,,,1933.2849453000817,None,1934.7277303000446,1935.018401700072,1935.018401700072,1935.0342264000792,1935.0342264000792,1935.0750744000543,1935.0750744000543,None,None,0,,1935.0750744000543,None,1936.5752730001695,None,['7'],1936.5752730001695,None,[0.3819965999573469],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_s_a.jpg,sad,7,21,f,021_o_f_s_a.jpg,sad,congruent,7,mismatch,,130,160,,2,188,block3_Pilot_2,16,s_s,s_s_strong,,,,,0,2,2,2,0,18,18,18,,,,,,,,,1939.575206400128,None,1941.150564200012,1941.442924699979,1941.442924699979,1941.459478800185,1941.459478800185,1941.5001482001971,1941.5001482001971,None,8,0,0.6650158998090774,1941.5001482001971,None,1943.0010675999802,None,['7'],1943.0010675999802,None,[0.2603209998924285],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_n_a.jpg,neutral,8,16,m,016_y_m_h_a.jpg,happy,incongruent,9,mismatch,,140,150,,3,198,block3_Pilot_2,21,n_h,n_h_strong,,,,,0,2,2,2,0,19,19,19,,,,,,,,,1946.0011562001891,None,1947.6710451000836,1947.9601663001813,1947.9601663001813,1947.9845732001122,1947.9845732001122,1948.0254145001527,1948.0254145001527,None,8,0,0.659809400094673,1948.0254145001527,None,1949.5254183001816,None,['7'],1949.5254183001816,None,[0.28762830002233386],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,021_o_f_n_a.jpg,neutral,8,30,f,030_o_f_h_a.jpg,happy,incongruent,9,match,,140,150,,18,238,block3_Pilot_2,21,n_h,n_h_strong,,,,,0,2,2,2,0,20,20,20,,,,,,,,,1952.525474900147,None,1954.5295379001182,1954.8186865001917,1954.8186865001917,1954.9680265001953,1954.9680265001953,1955.0088502001017,1955.0088502001017,None,8,0,0.4443338999990374,1955.0088502001017,None,1956.509577400051,None,['7'],1956.509577400051,None,[0.4237063000909984],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_s_a.jpg,sad,7,4,m,004_o_m_h_a.jpg,happy,incongruent,9,match,,130,150,,3,224,block3_Pilot_2,33,s_h,s_h_strong,,,,,0,2,2,2,0,21,21,21,,,,,,,,,1959.509648800129,None,1961.3836750001647,1961.6768664000556,1961.6768664000556,1961.701551000122,1961.701551000122,1961.742301700171,1961.742301700171,None,8,0,0.5749063000548631,1961.742301700171,None,1963.2432363000698,None,['7'],1963.2432363000698,None,[0.2021186000201851],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,033_o_m_n_a.jpg,neutral,8,30,f,030_o_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,2,141,block3_Pilot_2,33,n_s,n_s_weak,,,,,0,2,2,2,0,22,22,22,,,,,,,,,1966.243373400066,None,1967.4388858000748,1967.7354528000578,1967.7354528000578,1967.7516837001313,1967.7516837001313,1967.7925828001462,1967.7925828001462,None,8,0,0.5247146999463439,1967.7925828001462,None,1969.2926374999806,None,['7'],1969.2926374999806,None,[0.2084482000209391],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_h_a.jpg,happy,9,40,f,040_y_f_h_a.jpg,happy,congruent,9,mismatch,,120,150,,18,164,block3_Pilot_2,4,h_h,h_h_weak,,,,,0,2,2,2,0,23,23,23,,,,,,,,,1972.293556699995,None,1973.678843300091,1973.9690217000898,1973.9690217000898,1974.118373000063,1974.118373000063,1974.1593649999704,1974.1593649999704,None,9,1,0.39790549990721047,1974.1593649999704,None,1975.6592582999729,None,['7'],1975.6592582999729,None,[0.2257357998751104],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,016_y_m_n_a.jpg,neutral,8,21,f,021_o_f_s_a.jpg,sad,incongruent,7,mismatch,,140,160,,1,238,block3_Pilot_2,16,n_s,n_s_strong,,,,,0,2,2,2,0,24,24,24,,,,,,,,,1978.6601093001664,None,1980.6885464000516,1980.977502200054,1980.977502200054,1980.9850088001695,1980.9850088001695,1981.0261248000897,1981.0261248000897,None,None,0,,1981.0261248000897,None,1982.5260781000834,None,['9'],1982.5260781000834,None,[0.278939199866727],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,m,004_o_m_s_a.jpg,sad,7,8,m,008_y_m_h_a.jpg,happy,incongruent,9,match,,130,150,,2,187,block3_Pilot_2,4,s_h,s_h_weak,,,,,0,2,2,2,0,25,25,25,,,,,,,,,1985.5270083001815,None,1987.0936269001104,1987.38567280001,1987.38567280001,1987.402019200148,1987.402019200148,1987.4429689000826,1987.4429689000826,None,9,1,0.7782312999479473,1987.4429689000826,None,1988.9429917000234,None,['7'],1988.9429917000234,None,[0.24622309999540448],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
,f,028_y_f_s_a.jpg,sad,7,27,m,027_o_m_h_a.jpg,happy,incongruent,9,mismatch,,130,150,,18,135,block3_Pilot_2,28,s_h,s_h_weak,,,,,0,2,2,2,0,26,26,26,,,,,,,,,1991.9431048000697,None,1993.0796589001548,1993.369103900157,1993.369103900157,1993.518849400105,1993.518849400105,1993.559750000015,1993.559750000015,None,7,0,0.5654607999604195,1993.559750000015,None,1995.059689000016,None,['7'],1995.059689000016,None,[0.24163180007599294],,,,,Emoconpilot030,2021_Oct_20_1148,BackwardMask,2020.2.8,119.67620382652794,
